Tytuł,Cena,Ekran:,Procesor,RAM,Grafika:,Dysk SSD,System operacyjny,Firma procesora
"Laptop gamingowy ASUS TUF Gaming F15 2023 FX507VV-LP142W 15,6"" 144Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Szary",5199,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 13gen 13620H,16,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,1024,Windows 11 Home,Intel
"Laptop Acer Extensa 15 EX215-55-51WD 15,6"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Szary",2599,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 1235U,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop Lenovo IdeaPad Slim 3 15IAH8 15,6"" i5-12450H 8GB RAM 512GB Dysk SSD Win11 Szary",1999,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 12450h,8,Intel® UHD Graphics,512,Windows 11 Home,Intel
"Laptop Dell Inspiron 3520-5252 15,6"" 120Hz i5-1235U 8GB RAM 512GB Dysk SSD Win11 Czarny",1849,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 12gen 1235U,8,Intel® UHD Graphics 620,512,Windows 11 Home,Intel
"Laptop Lenovo IdeaPad Slim 3 15IAH8 15,6"" i5-12450H 8GB RAM 512GB Dysk SSD Win11 Szary",1999,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 12450h,8,Intel® UHD Graphics,512,Windows 11 Home,Intel
"Laptop Dell Inspiron 3520-5252 15,6"" 120Hz i5-1235U 8GB RAM 512GB Dysk SSD Win11 Czarny",1849,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 12gen 1235U,8,Intel® UHD Graphics 620,512,Windows 11 Home,Intel
"Apple MacBook Air 2024 13,6"" M3 8GB RAM 256GB Dysk macOS Północ",4399,"13,6 "", 2560 x 1664 pikseli",Apple M3,8,Apple M3 (8-rdzeni),256,macOS Sonoma,Apple
"Laptop gamingowy MSI Alpha 17 C7VG-050PL 17,3"" 240Hz R9 7945HX 16GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Czarny",7599,"17,3 "", 2560 x 1440 pikseli 240 Hz",AMD Ryzen™ 9 7945HX,16,NVIDIA® GeForce RTX 4070 + AMD Radeon™ 610M,1024,Windows 11 Home,AMD
"Apple MacBook Air M1 13,3"" M1 8GB RAM 256GB Dysk macOS Gwiezdna Szarość US",3399,"13,3 "", 2560 x 1600 pikseli",Apple M1,8,Apple M1 (7-rdzeni),256,macOS Sonoma,Apple
"Apple MacBook Pro 2024 14,2"" M4 16GB RAM 512GB Dysk macOS Gwiezdna Czerń",8499,"14,2 "", 3024 x 1964 pikseli 120 Hz",Apple M4,16,Apple M4 (10-rdzeni),512,macOS Sonoma,Apple
"Laptop gamingowy Lenovo LOQ 15APH8 15,6"" 144Hz R5 7640HS 16GB RAM 512GB Dysk SSD RTX4050 DLSS3 Win11 Szary",3899,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 5 7640HS,16,NVIDIA® GeForce RTX™ 4050 + AMD Radeon™ 760M,512,Windows 11 Home,AMD
"Laptop gamingowy ASUS TUF Gaming A15 FA506NC-HN001W 15,6''144Hz R5 7535HS 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny",3499,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 5 7535HS,16,NVIDIA® Geforce RTX 3050 + AMD Radeon™ 660M,512,Windows 11 Home,AMD
"Laptop gamingowy MSI Thin GF63 12VE-264PL 15,6"" 144Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX4050 DLSS3 Win11 Czarny",3599,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12450H,16,NVIDIA® GeForce RTX™ 4050 + Intel UHD Graphics,512,Windows 11 Home,Intel
"Laptop Lenovo IdeaPad Slim 3 15AMN8 15,6"" R3 7320U 8GB RAM 512GB Dysk SSD Win11 Szary",1599,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 3 7320U,8,AMD Radeon™ 610M,512,Windows 11 Home,AMD
"Laptop gamingowy Dell G15 5530-8522 15,6"" 120Hz i5-13450HX 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny",3899,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 13gen 13450HX,16,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy ASUS TUF Gaming A15 2023 FA507NU-TT901W W 15,6'' 144Hz R5 7535HS 16GB RAM 512GB Dysk SSD RTX4050 DLSS3 Win11 Szary",3699,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 5 7535HS,16,NVIDIA® GeForce RTX™ 4050 + AMD Radeon™ Graphics 660M,512,Windows 11 Home,AMD
"Laptop ultrabook MSI Prestige 13 AI Evo A1MG-038PL OLED 13,3"" Ultra 5 125H 32GB RAM 1TB Dysk SSD Win11 Szary",4399,"13,3 "", 2880 x 1800 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 125H,32,Intel® Arc Graphics,1024,Windows 11 Home,Intel
"Laptop Huawei MateBook D 16 2024 16"" i5-12450H 16GB RAM 512GB Dysk SSD Win11 Szary",2799,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 12gen 12450H,16,Intel® UHD Graphics,512,Windows 11 Home,Intel
"Laptop 2w1 HP Envy x360 15-fe0042nw OLED 15,6"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Srebrny",3799,"15,6 "", ekran dotykowy 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop HP 255 G9 15,6"" R5 5625U 16GB RAM 512GB Dysk SSD Win11 Szary",2499,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 5625U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop HP Pavilion 15-eg3132nw 15,6"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Biały",2899,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy ASUS TUF Gaming A15 FA506NF-HN008W 15,6''144Hz R5 7535HS 16GB RAM 512GB Dysk SSD RTX2050 Win11 Czarny",2999,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 5 7535HS,16,NVIDIA® Geforce RTX 2050 + AMD Radeon™ 660M,512,Windows 11 Home,AMD
"Laptop HP 15s-fq2622nw 15,6"" i3-1115G4 8GB RAM 256GB Dysk SSD Win11 Srebrny",2149,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i3 11gen 1115G4,8,Intel® UHD Graphics,256,Windows 11 Home,Intel
"Laptop Lenovo IdeaPad 3 15ALC6 15,6"" R7 5700U 8GB RAM 512GB Dysk SSD Win11 Szary",1799,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 7 5700U,8,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop biznesowy ASUS Zenbook S16 OLED UM5606WA-RK267X 16"" 120Hz Ryzen AI 9 HX 370 32GB RAM 1TB Dysk SSD Win11 Pro Biały",8499,"16 "", 2880 x 1800 pikseli 120 Hz",AMD Ryzen™ AI 9 HX 370,32,AMD Radeon™ 890M,1024,Windows 11 Professional,AMD
"Laptop gamingowy HP Victus 16-e0212nw 16,1"" 144Hz R7 5800H 16GB RAM 1TB Dysk SSD RTX3060 Win11 Czarno-srebrny",5299,"16,1 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 5800H,16,NVIDIA® GeForce RTX™ 3060 + AMD Radeon™ Graphics,1024,Windows 11 Home,AMD
"Laptop biznesowy ASUS Zenbook S16 OLED UM5606WA-RK267X 16"" 120Hz Ryzen AI 9 HX 370 32GB RAM 1TB Dysk SSD Win11 Pro Biały",8499,"16 "", 2880 x 1800 pikseli 120 Hz",AMD Ryzen™ AI 9 HX 370,32,AMD Radeon™ 890M,1024,Windows 11 Professional,AMD
"Laptop gamingowy HP Victus 16-e0212nw 16,1"" 144Hz R7 5800H 16GB RAM 1TB Dysk SSD RTX3060 Win11 Czarno-srebrny",5299,"16,1 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 5800H,16,NVIDIA® GeForce RTX™ 3060 + AMD Radeon™ Graphics,1024,Windows 11 Home,AMD
"Laptop Lenovo IdeaPad 3 17IAU7 17,3"" i3-1215U 8GB RAM 512GB Dysk SSD Win11 Szary",1999,"17,3 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 12gen 1215U,8,Intel® UHD Graphics,512,Windows 11 Home,Intel
"Laptop ASUS Vivobook 15 X1504ZA-BQ505W 15,6"" i3-1215U 8GB RAM 512GB Dysk SSD Win11 Srebrny",1799,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 12gen 1215U,8,Intel® UHD Graphics,512,Windows 11 Home,Intel
"Laptop Acer Aspire 3 A315-44P-R2KQ 15,6"" R7 5700U 16GB RAM 512GB Dysk SSD Win11 Srebrny",2499,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 7 5700U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop HP 15s-eq2162nw 15,6"" R3 5300U 8GB RAM 512GB Dysk SSD Win11 Srebrny",1599,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 3 5300U,8,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop HP 15s-eq2232nw 15,6"" R5 5500U 8GB RAM 512GB Dysk SSD Win11 Srebrny",1899,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5500U,8,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop HP 15s-fq2622nw 15,6"" i3-1115G4 16GB RAM 256GB Dysk SSD Win11 Srebrny",2349,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i3 11gen 1115G4,16,Intel® UHD Graphics,256,Windows 11 Home,Intel
"Laptop Dell Inspiron 3525-5516 15,6"" 120Hz R5 5500U 8GB RAM 512GB Dysk SSD Win11 Czarny",1799,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 5 5500U,8,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop Acer Aspire 3 A315-58-75RM 15,6"" i7-1165G7 16GB RAM 1TB Dysk SSD Win11 Srebrny",3349,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 11gen 1165G7,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy HP Victus 15-fb0132nw 15,6"" 144Hz R5 5600H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarno-srebrny",4399,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 5 5600H,16,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop Dell Inspiron 5310-8482 13,3"" i5-11320H 16GB RAM 512GB Dysk SSD Win11 Srebrny",3599,"13,3 "", 2560 x 1600 pikseli",Intel® Core™ i5 11gen 11320H,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop 2w1 Microsoft Surface Pro 9 13"" i5-1235U 8GB RAM 256GB Dysk SSD Win11 Platynowy + klawiatura Czarny",4699,"13 "", ekran dotykowy 2880 x 1920 pikseli 120 Hz",Intel® Core™ i5 1235U,8,Intel® Iris Xe Graphics,256,Windows 11 Home,Intel
"Laptop 2w1 Microsoft Surface Pro 9 13"" i5-1235U 8GB RAM 256GB Dysk SSD Win11 Platynowy + klawiatura Platynowy",4699,"13 "", ekran dotykowy 2880 x 1920 pikseli 120 Hz",Intel® Core™ i5 1235U,8,Intel® Iris Xe Graphics,256,Windows 11 Home,Intel
"Laptop Microsoft Surface Laptop Go 3 12,4"" i5-1235U 8GB RAM 256GB Dysk SSD Win11 Platynowy",3799,"12,4 "", ekran dotykowy 1536 x 1024 pikseli",Intel® Core™ i5 1235U,8,Intel® Iris Xe Graphics,256,Windows 11 Home,Intel
"Laptop 2w1 HP ENVY x360 15-ew0222nw OLED 15,6"" i5-1240P 16GB RAM 512GB Dysk SSD Win11 Czarny",5499,"15,6 "", ekran dotykowy 1920 x 1080 pikseli",Intel® Core™ i5 12gen 1240P,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop HP 15s-eq2152nw 15,6"" R3 5300U 8GB RAM 256GB Dysk SSD Win11 Srebrny",1999,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 3 5300U,8,AMD Radeon™ Graphics,256,Windows 11 Home,AMD
"Laptop HP 15s-fq2222nw 15,6"" i5-1135G7 8GB RAM 512GB Dysk SSD Win11 Czarny",2599,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Apple MacBook Pro 2023 16,2"" M2 Pro 16GB RAM 512GB Dysk macOS Gwiezdna Szarość",11999,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M2 Pro,16,Apple M2 Pro (19-rdzeni),512,macOS Sonoma,Apple
"Laptop biznesowy Lenovo ThinkPad E16 Gen 1 16"" i5-1335U 8GB RAM 512GB Dysk SSD Win11 Pro Czarny",4549,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,8,Intel® UHD Graphics,512,Windows 11 Professional,Intel
"Laptop Dell Inspiron 15 5510-5917 15,6"" i5-11320H 16GB RAM 512GB Dysk SSD Win11 Srebrny",4499,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 11320H,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop Dell Inspiron 5310-8529 13,3"" i7-11390H 16GB RAM 512GB Dysk SSD Win11 Srebrny",4799,"13,3 "", 2560 x 1600 pikseli",Intel® Core™ i7 11gen 11390H,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop Dell Inspiron 15 5510-5917 15,6"" i5-11320H 16GB RAM 512GB Dysk SSD Win11 Srebrny",4499,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 11320H,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop Dell Inspiron 5310-8529 13,3"" i7-11390H 16GB RAM 512GB Dysk SSD Win11 Srebrny",4799,"13,3 "", 2560 x 1600 pikseli",Intel® Core™ i7 11gen 11390H,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy Acer Nitro 5 AN515-58-5876 15,6"" 144Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX4060 DLSS3 Win11 Czarny",3499,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12450H,16,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy Acer Nitro 5 AN515-45-R9CT 15,6"" 144Hz R7 5800H 16GB RAM 1TB Dysk SSD RTX3080 Win11 Czarny",4399,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 5800H,16,NVIDIA® GeForce RTX™ 3080 + AMD Radeon™ Graphics,1024,Windows 11 Home,AMD
"Laptop gamingowy ASUS TUF Gaming F15 2023 FX507VV-LP142 15,6"" 144Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Szary",4899,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 13gen 13620H,16,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,1024,Brak,Intel
"Apple MacBook Air 13,6"" M2 8GB RAM 256GB Dysk macOS Północ",3799,"13,6 "", 2560 x 1664 pikseli",Apple M2,8,Apple M2 (8-rdzeni),256,macOS Sonoma,Apple
"Laptop gamingowy MSI Thin 15 B12UC-1621XPL 15,6"" 144Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX3050 Szary",2899,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12450H,16,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,512,Brak,Intel
"Apple MacBook Air 13,6"" M2 8GB RAM 256GB Dysk macOS Srebrny",3799,"13,6 "", 2560 x 1664 pikseli",Apple M2,8,Apple M2 (8-rdzeni),256,macOS Sonoma,Apple
"Laptop gamingowy MSI Katana 17 B12UCRK-1056XPL 17,3"" 144Hz i7-12650H 16GB RAM 512GB Dysk SSD RTX3050 DLSS3 Czarny",3999,"17,3 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 12gen 12650H,16,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,512,Brak,Intel
"Laptop gamingowy Acer Nitro 5 AN515-45-R45W 15,6"" 144Hz R9 5900HX 32GB RAM 1TB Dysk SSD RTX3080 Win11 Czarny",4499,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 9 5900HX,32,NVIDIA® GeForce RTX™ 3080 + AMD Radeon™ Graphics,1024,Windows 11 Home,AMD
"Apple MacBook Air 13,6"" M2 8GB RAM 256GB Dysk macOS Księżycowa Poświata",3799,"13,6 "", 2560 x 1664 pikseli",Apple M2,8,Apple M2 (8-rdzeni),256,macOS Sonoma,Apple
"Laptop Lenovo V15 G4 IRU 15,6"" i5-13420H 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",2749,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 13420H,16,Intel® UHD Graphics,512,Windows 11 Professional,Intel
"Laptop Acer Swift Go 14 SFG14-72-79P9 OLED 14"" Ultra 7 155H 16GB RAM 1TB Dysk SSD Win11 Srebrny",3799,"14 "", 2880 x 1800 pikseli 90 Hz",Intel® Core™ Ultra 7 14gen 155H,16,Intel® Arc Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Acer Nitro 16 AN16-41-R0FY 16"" 165Hz R7 7735HS 16GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Czarny",5999,"16 "", 2560 x 1600 pikseli 165 Hz",AMD Ryzen™ 7 7735HS,16,NVIDIA® GeForce RTX™ 4070 + AMD Radeon™ 680M,1024,Windows 11 Home,AMD
"Laptop gamingowy MSI Katana 17 B13VFK-841XPL 17,3"" 144Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Czarny",5099,"17,3 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 13gen 13620H,16,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,1024,Brak,Intel
"Laptop gamingowy Acer Nitro 5 AN515-58-5876 15,6"" 144Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX4060 DLSS3 Czarny",4699,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12450H,16,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,512,Brak,Intel
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15IHU6 15,6"" 120Hz i5-11320H 16GB RAM 512GB Dysk SSD GTX1650 Win11 Czarny",2499,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 11gen 11320H,16,NVIDIA® GeForce GTX™ 1650 + Intel Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop MSI Modern 15 B7M-051PL 15,6"" R5 7530U 16GB RAM 512GB Dysk SSD Win11 Czarny",2199,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 7530U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop gamingowy HP OMEN 16-k0142nw 16,1'' 165Hz i5-12500H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Czarny",4999,"16,1 "", 2560 x 1440 pikseli 165 Hz",Intel® Core™ i5 12gen 12500H,16,NVIDIA® GeForce RTX™ 3060 + Intel Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy Acer Nitro 16 AN16-42-R16J 16"" 165Hz R9 8945HS 32GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Czarny",7999,"16 "", 2560 x 1600 pikseli 165 Hz",AMD Ryzen™ 9 8945HS,32,NVIDIA® GeForce RTX™ 4070 + AMD Radeon™ 780M,1024,Windows 11 Home,AMD
"Laptop gamingowy Lenovo Legion 5 16IRX9 16"" 240Hz i7-14650HX 32GB RAM 512GB Dysk SSD RTX4070 DLSS3 Win11 Szary",8599,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i7 14gen 14650HX,32,NVIDIA® GeForce RTX™ 4070 + Intel UHD Graphics,512,Windows 11 Home,Intel
"Laptop biznesowy Dell Vostro 3520 15,6"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",2699,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 12gen 1235U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop gamingowy Lenovo Legion 5 16IRX9 16"" 240Hz i7-14650HX 32GB RAM 512GB Dysk SSD RTX4070 DLSS3 Win11 Szary",8599,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i7 14gen 14650HX,32,NVIDIA® GeForce RTX™ 4070 + Intel UHD Graphics,512,Windows 11 Home,Intel
"Laptop biznesowy Dell Vostro 3520 15,6"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",2699,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 12gen 1235U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop gamingowy MSI Katana 15 B13VGK-1493XPL 15,6"" 144Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX4070 DLSS3 Czarny",5899,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 13gen 13620H,16,NVIDIA® GeForce RTX™ 4070 + Intel UHD Graphics,1024,Brak,Intel
"Apple MacBook Air 2024 15,3"" M3 8GB RAM 256GB Dysk macOS Srebrny",5399,"15,3"", 2880 x 1864 pikseli",Apple M3,8,Apple M3 (10-rdzeni),256,macOS Sonoma,Apple
"Laptop HP 15s-eq2162nw 15,6"" R3 5300U 16GB RAM 512GB Dysk SSD Win11 Srebrny",1699,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 3 5300U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop Acer Aspire 3 A315-58-376J 15,6"" i3-1115G4 8GB RAM 256GB Dysk SSD Win11S Srebrny",999,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 11gen 1115G4,8,Intel® UHD Graphics,256,Windows 11 Home,Intel
"Laptop gamingowy HP OMEN 16-n0122nw 16,1"" 165Hz R7 6800H 16GB RAM 1TB Dysk SSD RTX3070Ti Win11 Srebrny",4999,"16,1 "", 2560 x 1440 pikseli 165 Hz",AMD Ryzen™ 7 6800H,16,NVIDIA® GeForce RTX™ 3070 Ti + AMD Radeon™ 680M,1024,Windows 11 Home,AMD
"Apple MacBook Air 2024 13,6"" M3 16GB RAM 256GB Dysk macOS Gwiezdna Szarość",5999,"13,6 "", 2560 x 1664 pikseli",Apple M3,16,Apple M3 (10-rdzeni),256,macOS Sonoma,Apple
"Apple MacBook Air M1 13,3"" M1 8GB RAM 256GB Dysk macOS Srebrny",3699,"13,3 "", 2560 x 1600 pikseli",Apple M1,8,Apple M1 (7-rdzeni),256,macOS Sonoma,Apple
"Laptop HP 15s-eq2425nw 15,6"" R3 5300U 8GB RAM 512GB Dysk SSD Win11 Srebrny",1299,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 3 5300U,8,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15IAH7 15,6"" 120Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Biały",3499,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 12gen 12450H,16,NVIDIA® GeForce RTX™ 3060 + Intel UHD Graphics,512,Windows 11 Home,Intel
"Laptop chromebook Acer Chromebook 315 CB315-4H-C567 15,6"" Celeron N4500 8GB RAM 128GB Dysk ChromeOS Srebrny",899,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Celeron® N4500,8,Intel® UHD Graphics,128,Chrome OS,Intel
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15IAH7 15,6"" 165Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Szary",2999,"15,6 "", 1920 x 1080 pikseli 165 Hz",Intel® Core™ i5 12gen 12450H,16,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,512,Windows 11 Home,Intel
"Apple MacBook Air M1 13,3"" M1 8GB RAM 256GB Dysk macOS Złoty",3699,"13,3 "", 2560 x 1600 pikseli",Apple M1,8,Apple M1 (7-rdzeni),256,macOS Sonoma,Apple
"Apple MacBook Air 2024 13,6"" M3 8GB RAM 512GB Dysk macOS Księżycowa Poświata",5299,"13,6 "", 2560 x 1664 pikseli",Apple M3,8,Apple M3 (10-rdzeni),512,macOS Sonoma,Apple
"Laptop Lenovo Yoga Slim 6 14IAP8 OLED 14"" i5-1240P 16GB RAM 512GB Dysk SSD Win11 Szary",2999,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 12gen 1240P,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
Laptop ultrabook ASUS ZenBook 14 UX3402ZA-KP374W 14'' i5-1240P 16GB RAM 512GB Dysk SSD Win11 Niebieski,2999,"14 "", 2560 x 1600 pikseli 60 Hz",Intel® Core™ i5 12gen 1240P,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy Acer Nitro 5 AN515-58-53F4 15,6"" 165Hz i5-12500H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Czarny",3499,"15,6 "", 1920 x 1080 pikseli 165 Hz",Intel® Core™ i5 12gen 12500H,16,NVIDIA® GeForce RTX™3060 + Intel Iris Xe Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy Lenovo Legion 5 15ACH6H 15,6"" 165Hz R5 5600H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Czarno-niebieski",6199,"15,6 "", 1920 x 1080 pikseli 165 Hz",AMD Ryzen™ 5 5600H,16,NVIDIA® GeForce RTX™ 3060 + AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop gamingowy ASUS TUF Gaming F15 2022 FX507ZC4-HN018 15,6"" 144Hz i5-12500H 16GB RAM 512GB Dysk SSD RTX3050 Szary",2899,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12500H,16,NVIDIA® GeForce RTX™ 3050 + Intel Iris Xe Graphics,512,Brak,Intel
"Laptop 2w1 Acer Aspire Spin 14 ASP14-51MTN-59KM 14"" Core 5 120U 16GB RAM 512GB Dysk SSD Win11 Szary",2699,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",Intel® Core™ 5 120U,16,Intel® Graphics,512,Windows 11 Home,Intel
"Laptop ASUS X515JA-BQ2625W 15,6"" i3-1005G1 8GB RAM 256GB Dysk SSD Win11S Srebrny",999,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i3 10gen 1005G1,8,Intel® UHD Graphics,256,Windows 11 Home,Intel
