Tytuł,Cena,Sklep,Procesor,Pamięć,Grafika,Typ ekranu,Dysk
Dell XPS 14 9440 Ultra 7 155H/64GB/2TB/Win11P RTX4050 OLED,"17 299,00 zł",xkom,Intel® Core™ Ultra 7 155H,64 GB,NVIDIA GeForce RTX 4050,"Błyszczący, OLED",
Dell XPS 14 9440 Ultra 7 155H/64GB/1TB/Win11P RTX4050 OLED,"15 999,00 zł",xkom,Intel® Core™ Ultra 7 155H,64 GB,NVIDIA GeForce RTX 4050,"Błyszczący, OLED",
Dell XPS 14 9440 Ultra 7 155H/32GB/1TB/Win11P RTX4050 OLED,"14 999,00 zł",xkom,Intel® Core™ Ultra 7 155H,32 GB,NVIDIA GeForce RTX 4050,"Błyszczący, OLED",
HP Envy 14 x360 Ultra 5‑125U/16GB/512/Win11 Touch Blue,"3 999,00 zł",xkom,Intel® Core™ Ultra 5 125U,16 GB,Intel® Graphics,"Błyszczący, LED, IPS",
HP Envy 14 x360 Ultra 7‑155U/16GB/1TB/Win11 120Hz OLED,"5 499,00 zł",xkom,Intel® Core™ Ultra 7 155U,16 GB,Intel® Graphics,"Błyszczący, OLED",
HP Pavilion Plus Ryzen 7‑7840U/16GB/1TB/Win11 120Hz OLED,"4 499,00 zł",xkom,AMD Ryzen™ 7 7840U,16 GB,AMD Radeon™ 780M,"Błyszczący, OLED",
HP Pavilion 14 x360 i7‑1355U/16GB/1TB/Win11,"3 999,00 zł",xkom,Intel® Core™ i7-1355U,16 GB,Intel Iris Xe Graphics,"Błyszczący, LED, IPS",
Dell XPS 16 9640 Ultra 7 155H/64GB/4TB/Win11P RTX4070 OLED,"22 499,00 zł",xkom,Intel® Core™ Ultra 7 155H,64 GB,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",
Dell XPS 16 9640 Ultra 7 155H/64GB/1TB/Win11P RTX4070 OLED,"20 099,00 zł",xkom,Intel® Core™ Ultra 7 155H,64 GB,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",
Dell XPS 16 9640 Ultra 7 155H/32GB/1TB/Win11P RTX4060,"16 799,00 zł",xkom,Intel® Core™ Ultra 7 155H,32 GB,NVIDIA GeForce RTX 4060,"Matowy, LED, WVA",
Dell XPS 16 9640 Ultra 7 155H/16GB/1TB/Win11P RTX4050,"15 799,00 zł",xkom,Intel® Core™ Ultra 7 155H,16 GB,NVIDIA GeForce RTX 4050,"Matowy, LED, WVA",
Dell XPS 13 9340 Ultra 7 155H/16GB/512/Win11P,"9 299,00 zł",xkom,Intel® Core™ Ultra 7 155H,16 GB,Intel Arc™ Graphics,"Matowy, LED, WVA",
HP Victus 16 i5‑14450HX/16GB/512/Win11 RTX3050 144Hz White,"5 299,00 zł",xkom,Intel® Core™ i5-14450HX,16 GB,NVIDIA GeForce RTX 3050,"Matowy, LED, IPS",
Dell XPS 16 9640 Ultra 7 155H/64GB/4TB/Win11P RTX4070 OLED,"22 499,00 zł",xkom,Intel® Core™ Ultra 7 155H,64 GB,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",
Dell XPS 16 9640 Ultra 7 155H/64GB/2TB/Win11P RTX4070 OLED,"18 999,00 zł",xkom,Intel® Core™ Ultra 7 155H,64 GB,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",
Dell XPS 16 9640 Ultra 7 155H/64GB/1TB/Win11P RTX4070 OLED,"18 999,00 zł",xkom,Intel® Core™ Ultra 7 155H,64 GB,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",
Dell Inspiron 16 5630 i5‑1335U/16GB/512/Win11,"3 599,00 zł",xkom,Intel® Core™ i5-1335U,16 GB,Intel Iris Xe Graphics,"Matowy, LED, WVA",
MSI Cyborg 15 i7‑13620H/32GB/512/Win11X RTX4050 144Hz,"5 049,00 zł",xkom,Intel® Core™ i7-13620H,32 GB,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"Matowy, LED, IPS",
Dell Alienware m18 R2 i9‑14900HX/32GB/2TB/Win11 RTX4090 165Hz,"22 999,00 zł",xkom,Intel® Core™ i9-14900HX,32 GB,NVIDIA GeForce RTX 4090,,2000 GB SSD M.2 PCIe
Dell Alienware m18 R2 i9‑14900HX/32GB/2TB/Win11 RTX4080 165Hz,"20 799,00 zł",xkom,Intel® Core™ i9-14900HX,32 GB,NVIDIA GeForce RTX 4080,,2000 GB SSD M.2 PCIe
MSI Katana 15 i7‑13620H/32GB/1TB RTX4070 144Hz,"6 299,00 zł",xkom,Intel® Core™ i7-13620H,32 GB,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",
Dell XPS 14 9440 Ultra 7 155H/32GB/1TB/Win11P RTX4050 OLED,"14 999,00 zł",xkom,Intel® Core™ Ultra 7 155H,32 GB,NVIDIA GeForce RTX 4050,"Błyszczący, OLED",
Dell XPS 16 9640 Ultra 7 155H/32GB/1TB/Win11P RTX4060 OLED,"17 999,00 zł",xkom,Intel® Core™ Ultra 7 155H,32 GB,NVIDIA GeForce RTX 4060,"Błyszczący, OLED",
Dell XPS 16 9640 Ultra 7 155H/16GB/1TB/Win11P RTX4050,"13 999,00 zł",xkom,Intel® Core™ Ultra 7 155H,16 GB,NVIDIA GeForce RTX 4050,"Matowy, LED, WVA",
Dell XPS 13 9340 Ultra 5 125H/16GB/512/Win11P,"9 199,00 zł",xkom,Intel® Core™ Ultra 5 125H,16 GB,Intel Arc™ Graphics,"Matowy, LED, WVA",
Apple MacBook Air M3/8GB/256/Mac OS Srebrny 10R GPU 36 msc,"6 899,00 zł",xkom,Apple M3,8 GB,Apple M3 [10 rdzeni],"Błyszczący, LED, IPS, Liquid Retina",
Apple MacBook Air M3/8GB/256/Mac OS Północ 10R GPU 36msc,"6 899,00 zł",xkom,Apple M3,8 GB,Apple M3 [10 rdzeni],"Błyszczący, LED, IPS, Liquid Retina",
Apple MacBook Air M3/24GB/256/Mac OS Księżycowa poświata 10R GPU,"6 999,00 zł",xkom,Apple M3,24 GB,Apple M3 [10 rdzeni],"Błyszczący, LED, IPS, Liquid Retina",
Lenovo IdeaPad 3‑17 i5‑1235U/16GB/512/Win11,"2 599,00 zł",xkom,Intel® Core™ i5-1235U,16 GB,Intel UHD Graphics + Intel UHD,"Matowy, LED, IPS",
ASUS Vivobook 15X i5‑1335U/24GB/512/Win11 OLED 120Hz,"3 699,00 zł",xkom,Intel® Core™ i5-1335U,24 GB,Intel Iris Xe Graphics,"Błyszczący, OLED",
ASUS Vivobook 15X i5‑1335U/16GB/512/Win11 OLED 120Hz,"3 499,00 zł",xkom,Intel® Core™ i5-1335U,16 GB,Intel Iris Xe Graphics,"Błyszczący, OLED",
Dell G15 5530 i7‑13650HX/16GB/512/Win11 RTX4060 165Hz,"7 499,00 zł",xkom,Intel® Core™ i7-13650HX,16 GB,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"Matowy, LED, WVA",
Gigabyte AORUS 16X (2024) i7‑13650HX/16GB/1TB+1TB/Win11 RTX4060 165Hz,"5 999,00 zł",xkom,Intel® Core™ i7-13650HX,16 GB,NVIDIA GeForce RTX 4060,,2000 GB SSD M.2 PCIe
Gigabyte G6X 9KG (2024) i7‑13650HX/16GB/1TB+1TB/Win11X RTX4060 165Hz,"5 249,00 zł",xkom,Intel® Core™ i7-13650HX,16 GB,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",
Dell Precision 3480 i7‑1360P/16GB/512/Win11P,"7 299,00 zł",xkom,Intel® Core™ i7-1360P,16 GB,Intel Iris Xe Graphics,"Matowy, LED, WVA",
Lenovo ThinkPad X13 i7‑1355U/16GB/1TB/Win11P,"9 399,00 zł",xkom,Intel® Core™ i7-1355U,16 GB,Intel Iris Xe Graphics,"Matowy, LED, IPS",
Acer Nitro 5 i5‑12450H/32GB/512 RTX4050 165Hz,"3 999,00 zł",xkom,Intel® Core™ i5-12450H,32 GB,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"Matowy, LED, IPS",
ASUS ROG Zephyrus G16 i7‑13620H/32GB/512/Win11 RTX4070 240Hz,"8 399,00 zł",xkom,Intel® Core™ i7-13620H,32 GB,NVIDIA GeForce RTX 4070 + Intel Iris Xe Graphics,"Matowy, LED, IPS",
MSI Stealth 14 AI Studio Ultra 9‑185H/32GB/2TB/Win11 RTX4070,"9 999,00 zł",xkom,Intel® Core™ Ultra 9 185H,32 GB,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",
ASUS TUF Gaming A15 R9‑8945HS/16GB/1TB/Win11 RTX4070 144Hz,"6 999,00 zł",xkom,AMD Ryzen™ 9 8945HS,16 GB,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",
ASUS TUF Gaming A15 R9‑8945HS/16GB/512/Win11 RTX4070 144Hz,"6 699,00 zł",xkom,AMD Ryzen™ 9 8945HS,16 GB,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",
ASUS TUF Gaming F15 i7‑13620H/16GB/1TB/Win11 RTX4070 144Hz,"6 899,00 zł",xkom,Intel® Core™ i7-13620H,16 GB,NVIDIA GeForce RTX 4070 + Intel Iris Xe Graphics,"Matowy, LED, IPS",
ASUS TUF Gaming F15 i7‑13620H/32GB/1TB RTX4070 144Hz,"6 899,00 zł",xkom,Intel® Core™ i7-13620H,32 GB,NVIDIA GeForce RTX 4070 + Intel Iris Xe Graphics,"Matowy, LED, IPS",
ASUS TUF Gaming F15 i7‑13620H/32GB/1TB/Win11X RTX4050 144Hz,"5 149,00 zł",xkom,Intel® Core™ i7-13620H,32 GB,NVIDIA GeForce RTX 4050 + Intel Iris Xe Graphics,"Matowy, LED, IPS",
Gigabyte AORUS 16X (2024) i7‑14650HX/32GB/1TB+1TB/W11 RTX4070 165Hz,"8 299,00 zł",xkom,Intel® Core™ i7-14650HX,32 GB,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,,2000 GB SSD M.2 PCIe
Gigabyte AORUS 16X (2024) i7‑14650HX/16GB/1TB+1TB/W11 RTX4070 165Hz,"7 849,00 zł",xkom,Intel® Core™ i7-14650HX,16 GB,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,,2000 GB SSD M.2 PCIe
Gigabyte AORUS 16X (2024) i7‑14650HX/32GB/1TB/W11 RTX4070 165Hz,"7 999,00 zł",xkom,Intel® Core™ i7-14650HX,32 GB,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,,1000 GB SSD M.2 PCIe
Gigabyte AORUS 16X (2024) i7‑14650HX/16GB/1TB/W11 RTX4070 165Hz,"7 549,00 zł",xkom,Intel® Core™ i7-14650HX,16 GB,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,,1000 GB SSD M.2 PCIe
ASUS ROG Zephyrus G14 R9‑8945HS/32GB/1TB/W11X RTX4070 OLED 120Hz,"11 699,00 zł",xkom,AMD Ryzen™ 9 8945HS,32 GB,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",
ASUS ROG Zephyrus G14 R9‑8945HS/32GB/1TB RTX4070 OLED 120Hz,"11 199,00 zł",xkom,AMD Ryzen™ 9 8945HS,32 GB,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",
HP Omen 14 Ultra 7‑155H/16GB/1TB/WIn11x RTX4060 120Hz,"8 899,00 zł",xkom,Intel® Core™ Ultra 7 155H,16 GB,NVIDIA GeForce RTX 4060 + Intel Arc™ Graphics,"Błyszczący, OLED",
HP Omen 14 Ultra 9‑185H/32GB/1TB RTX4070 120Hz,"9 999,00 zł",xkom,Intel® Core™ Ultra 9 185H,32 GB,NVIDIA GeForce RTX 4070 + Intel Arc™ Graphics,"Błyszczący, OLED",
HP Omen 14 Ultra 7‑155H/16GB/1TB RTX4060 120Hz,"6 999,00 zł",xkom,Intel® Core™ Ultra 7 155H,16 GB,NVIDIA GeForce RTX 4060 + Intel Arc™ Graphics,"Błyszczący, OLED",
ASUS TUF Gaming A15 R7‑7735HS/16GB/1TB/Win11 RTX4050 144Hz,"4 599,00 zł",xkom,AMD Ryzen™ 7 7735HS,16 GB,NVIDIA GeForce RTX 4050 + AMD Radeon™ 680M,"Matowy, LED, IPS",
ASUS TUF Gaming A15 R7‑7735HS/32GB/512/Win11 RTX4050 144Hz,"4 599,00 zł",xkom,AMD Ryzen™ 7 7735HS,32 GB,NVIDIA GeForce RTX 4050 + AMD Radeon™ 680M,"Matowy, LED, IPS",
ASUS TUF Gaming A15 R7‑7735HS/16GB/512/Win11 RTX4050 144Hz,"4 099,00 zł",xkom,AMD Ryzen™ 7 7735HS,16 GB,NVIDIA GeForce RTX 4050 + AMD Radeon™ 680M,"Matowy, LED, IPS",
ASUS TUF Gaming A15 R5‑7535HS/32GB/1TB/Win11 RTX4050 144Hz,"4 599,00 zł",xkom,AMD Ryzen™ 5 7535HS,32 GB,NVIDIA GeForce RTX 4050 + AMD Radeon™ 680M,"Matowy, LED, IPS",
ASUS TUF Gaming A15 R5‑7535HS/16GB/1TB/Win11 RTX4050 144Hz,"4 299,00 zł",xkom,AMD Ryzen™ 5 7535HS,16 GB,NVIDIA GeForce RTX 4050 + AMD Radeon™ 680M,"Matowy, LED, IPS",
ASUS TUF Gaming A15 R5‑7535HS/32GB/512/Win11 RTX4050 144Hz,"4 299,00 zł",xkom,AMD Ryzen™ 5 7535HS,32 GB,NVIDIA GeForce RTX 4050 + AMD Radeon™ 680M,"Matowy, LED, IPS",
ASUS TUF Gaming A15 R5‑7535HS/16GB/512/Win11 RTX4050 144Hz,"3 999,00 zł",xkom,AMD Ryzen™ 5 7535HS,16 GB,NVIDIA GeForce RTX 4050 + AMD Radeon™ 680M,"Matowy, LED, IPS",
Lenovo ThinkPad E14 i3‑1315U/8GB/512/Win11P,"3 799,00 zł",xkom,Intel® Core™ i3-1315U,8 GB,Intel UHD Graphics,"Matowy, LED, IPS",
Acer Nitro 5 i5‑12500H/16GB/1TB/Win11 RTX4060 165Hz,"5 599,00 zł",xkom,Intel® Core™ i5-12500H,16 GB,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,"Matowy, LED, IPS",
HP Pavilion 15 Ryzen 5‑7530U/32GB/512/Win11Px Silver,"3 449,00 zł",xkom,AMD Ryzen™ 5 7530U,32 GB,AMD Radeon™ Graphics,"Matowy, LED, IPS",
MSI Creator Z17 HX i9‑14900HX/64GB/2TB/Win11P RTX4070 165Hz,"15 399,00 zł",xkom,Intel® Core™ i9-14900HX,64 GB,NVIDIA GeForce RTX 4070,"Błyszczący, LED, IPS",
MSI Titan 18 HX i9‑14900HX/64GB/4TB/Win11 RTX4090 120Hz,"24 499,00 zł",xkom,Intel® Core™ i9-14900HX,64 GB,NVIDIA GeForce RTX 4090,"Matowy, mini-LED, IPS",
MSI Katana 17 i7‑12650H/16GB/512/Win11X RTX3050,"4 549,00 zł",xkom,Intel® Core™ i7-12650H,16 GB,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"Matowy, LED, IPS",
Lenovo ThinkPad L14 i7‑1355U/8GB/512/Win11P,"5 499,00 zł",xkom,Intel® Core™ i7-1355U,8 GB,Intel UHD,"Matowy, LED, IPS",
Lenovo ThinkBook 16 i3‑1315U/8GB/512/Win11P,"3 099,00 zł",xkom,Intel® Core™ i3-1315U,8 GB,Intel UHD Graphics,"Matowy, LED, IPS",
HP Pavilion Plus 14 i5‑13500H/16GB/512/Win11 OLED,"3 999,00 zł",xkom,Intel® Core™ i5-13500H,16 GB,Intel Iris Xe Graphics,"Błyszczący, OLED",
Apple MacBook Pro M3 Pro/18GB/512/Mac OS Gwiezdna Czerń US 36 msc,"13 699,00 zł",xkom,Apple M3 Pro,18 GB,Apple M3 Pro [18 rdzeni],"Błyszczący, mini-LED, Liquid Retina XDR",
HP 17 i3‑N305/8GB/1TB/Win11 Silver,"2 649,00 zł",xkom,Intel® Core™ i3-N305,8 GB,Intel UHD Graphics,"Matowy, LED, IPS",
HP Victus i5‑12450H/16GB/512/Win11 RTX3050 144Hz,"3 999,00 zł",xkom,Intel® Core™ i5-12450H,16 GB,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"Matowy, LED, IPS",
Apple MacBook Pro M3 Max/36GB/2TB/Mac OS Gwiezdna Czerń 30R GPU,"17 499,00 zł",xkom,Apple M3 Max,36 GB,Apple M3 Max [30 rdzeni],"Błyszczący, mini-LED, Liquid Retina XDR",
Apple MacBook Pro M3/8GB/512/Mac OS Srebrny 10R GPU,"7 999,00 zł",xkom,Apple M3,8 GB,Apple M3 [10 rdzeni],"Błyszczący, mini-LED, Liquid Retina XDR",
HP EliteBook 1040 G10 i7‑1355U/16GB/512/Win11P SV,"6 599,00 zł",xkom,Intel® Core™ i7-1355U,16 GB,Intel Iris Xe Graphics,"Matowy, LED, IPS",
HP EliteBook 1040 G10 i7‑1355U/16GB/512/Win11P,"6 199,00 zł",xkom,Intel® Core™ i7-1355U,16 GB,Intel Iris Xe Graphics,"Matowy, LED, IPS",
HP EliteBook 1040 G10 i5‑1335U/16GB/512/Win11P,"5 499,00 zł",xkom,Intel® Core™ i5-1335U,16 GB,Intel Iris Xe Graphics,"Matowy, LED, IPS",
HP EliteBook 840 G10 i7‑1365U/16GB/512/Win11P,"8 499,00 zł",xkom,Intel® Core™ i7-1365U,16 GB,Intel Iris Xe Graphics,"Matowy, LED, IPS",
HP EliteBook 840 G10 i7‑1355U/16GB/512/Win11P,"5 599,00 zł",xkom,Intel® Core™ i7-1355U,16 GB,Intel UHD,"Matowy, LED, IPS",
HP EliteBook 840 G10 i5‑1350P/16GB/512/Win11P,"5 699,00 zł",xkom,Intel® Core™i5-1350P,16 GB,Intel UHD,"Matowy, LED, IPS",
HP EliteBook 840 G10 i5‑1345U/16GB/512/Win11P,"4 699,00 zł",xkom,Intel® Core™ i5-1345U,16 GB,Intel UHD,"Matowy, LED, IPS",
HP EliteBook 840 G10 i5‑1335U/16GB/512/Win11P SV,"5 299,00 zł",xkom,Intel® Core™ i5-1335U,16 GB,Intel UHD,"Matowy, LED, IPS",
HP Elitebook 640 G10 i7‑1355U/16GB/512/Win11P,"5 699,00 zł",xkom,Intel® Core™ i7-1355U,16 GB,Intel UHD,"Matowy, LED, IPS",
Apple MacBook Air M2/16GB/512/Mac OS Starlight 36msc,"7 499,00 zł",xkom,Apple M2,16 GB,Apple M2 [10 rdzeni],"Błyszczący, LED, IPS, Liquid Retina",
HP ProBook 440 G10 i5‑1335U/16GB/512/Win11P,"3 999,00 zł",xkom,Intel® Core™ i5-1335U,16 GB,Intel Iris Xe Graphics,"Matowy, LED, IPS",
Acer Nitro 5 i5‑12500H/16GB/512+1TB/Win11X RTX4060 165Hz,"5 299,00 zł",xkom,Intel® Core™ i5-12500H,16 GB,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,"Matowy, LED, IPS",
Acer Nitro 5 i5‑12500H/16GB/512/Win11PX RTX4060 165Hz,"5 149,00 zł",xkom,Intel® Core™ i5-12500H,16 GB,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,"Matowy, LED, IPS",
MSI Creator Z16 i7‑13700HX/32GB/2TB/Win11P RTX4060 165Hz,"10 599,00 zł",xkom,Intel® Core™ i7-13700HX,32 GB,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",
MSI Bravo 15 Ryzen 5‑7535HS/16GB/512 RX6550M 144Hz,"2 899,00 zł",xkom,AMD Ryzen™ 5 7535HS,16 GB,AMD Radeon™ RX 6550M,"Matowy, LED, IPS",
MSI Katana 15 i7‑13620H/16GB/1TB/Win11X RTX4070 144Hz,"6 449,00 zł",xkom,Intel® Core™ i7-13620H,16 GB,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",
MSI Katana 15 i7‑13620H/16GB/1TB RTX4070 144Hz,"5 899,00 zł",xkom,Intel® Core™ i7-13620H,16 GB,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",
Dell G15 5530 i7‑13650HX/16GB/512/Win11 RTX4060 165Hz,"6 999,00 zł",xkom,Intel® Core™ i7-13650HX,16 GB,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"Matowy, LED, WVA",
MSI Alpha 17 Ryzen 9 7945HX/16GB/1TB/Win11X RTX4070 240Hz,"7 549,00 zł",xkom,AMD Ryzen™ 9 7945HX,16 GB,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",
HP 15 i7‑1355U/16GB/1TB/Win11Px,"4 149,00 zł",xkom,Intel® Core™ i7-1355U,16 GB,Intel UHD,"Matowy, LED, IPS",
HP 15 i7‑1355U/16GB/512/Win11Px,"3 999,00 zł",xkom,Intel® Core™ i7-1355U,16 GB,Intel UHD,"Matowy, LED, IPS",
HP 15 i7‑1355U/16GB/1TB/Win11x,"3 999,00 zł",xkom,Intel® Core™ i7-1355U,16 GB,Intel UHD,"Matowy, LED, IPS",
HP 15 i7‑1355U/16GB/512/Win11x,"3 849,00 zł",xkom,Intel® Core™ i7-1355U,16 GB,Intel UHD,"Matowy, LED, IPS",
HP 15 i7‑1355U/16GB/1TB,"3 449,00 zł",xkom,Intel® Core™ i7-1355U,16 GB,Intel UHD,"Matowy, LED, IPS",
HP 15 i7‑1355U/32GB/512,"3 549,00 zł",xkom,Intel® Core™ i7-1355U,32 GB,Intel UHD,"Matowy, LED, IPS",
HP Victus 15 i5‑13420H/32GB/1TB/Win11x RTX2050 144Hz,"3 799,00 zł",xkom,Intel® Core™ i5-13420H,32 GB,NVIDIA GeForce RTX 2050,"Matowy, LED, IPS",
HP Victus 15 i5‑13420H/16GB/1TB/Win11x RTX2050 144Hz,"3 599,00 zł",xkom,Intel® Core™ i5-13420H,16 GB,NVIDIA GeForce RTX 2050,"Matowy, LED, IPS",
HP Victus 15 i5‑13420H/8GB/1TB/Win11x RTX2050 144Hz,"3 499,00 zł",xkom,Intel® Core™ i5-13420H,8 GB,NVIDIA GeForce RTX 2050,"Matowy, LED, IPS",
HP Victus 15 i5‑13420H/32GB/512/Win11x RTX2050 144Hz,"3 649,00 zł",xkom,Intel® Core™ i5-13420H,32 GB,NVIDIA GeForce RTX 2050,"Matowy, LED, IPS",
HP Victus 15 i5‑13420H/8GB/512/Win11x RTX2050 144Hz,"3 349,00 zł",xkom,Intel® Core™ i5-13420H,8 GB,NVIDIA GeForce RTX 2050,"Matowy, LED, IPS",
HP Victus 15 i5‑13420H/8GB/1TB RTX2050 144Hz,"2 949,00 zł",xkom,Intel® Core™ i5-13420H,8 GB,NVIDIA GeForce RTX 2050,"Matowy, LED, IPS",
Dell Vostro 3530 i3‑1305U/8GB/512/Win11P,"2 599,00 zł",xkom,Intel® Core™ i3-1305U,8 GB,Intel UHD Graphics,"Matowy, LED, WVA",
HP Pavilion 15 Ryzen 5‑7530U/32GB/512/Win11 Forest Teal,"3 049,00 zł",xkom,AMD Ryzen™ 5 7530U,32 GB,AMD Radeon™ Graphics,"Matowy, LED, IPS",
HP 15 i7‑1355U/16GB/512,"3 299,00 zł",xkom,Intel® Core™ i7-1355U,16 GB,Intel UHD,"Matowy, LED, IPS",
HP Pavilion 15 Ryzen 5‑7530U/16GB/512/Win11 Fog Blue,"2 799,00 zł",xkom,AMD Ryzen™ 5 7530U,16 GB,AMD Radeon™ Graphics,"Matowy, LED, IPS",
Razer Blade 16 i9‑13950HX/32GB/2TB/Win11 RTX4090,"19 999,00 zł",xkom,Intel® Core™ i9-13950HX,32 GB,NVIDIA GeForce RTX 4090,"Matowy, mini-LED",
HP Victus 15 i5‑12500H/16GB/512/Win11x RTX4050 144Hz,"4 149,00 zł",xkom,Intel® Core™ i5-12500H,16 GB,NVIDIA GeForce RTX 4050 + Intel Iris Xe Graphics,"Matowy, LED, IPS",
Lenovo Yoga Book 9‑13 i7‑1355U/16GB/1TB/Win11,"10 999,00 zł",xkom,Intel® Core™ i7-1355U,16 GB,Intel Iris Xe Graphics,"Błyszczący, OLED",
Dell Latitude 3440 i5‑1335U/8GB/512/Win11P,"3 999,00 zł",xkom,Intel® Core™ i5-1335U,8 GB,Intel Iris Xe Graphics,"Matowy, LED, IPS",
Acer Nitro 5 i7‑12650H/32GB/512+960 RTX4050 165Hz,"5 299,00 zł",xkom,Intel® Core™ i7-12650H,32 GB,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"Matowy, LED, IPS",
Acer Nitro 5 i7‑12650H/16GB/512+960/Win11PX RTX4050 165Hz,"5 549,00 zł",xkom,Intel® Core™ i7-12650H,16 GB,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"Matowy, LED, IPS",
Acer Nitro 5 i7‑12650H/16GB/512+960/Win11X RTX4050 165Hz,"5 399,00 zł",xkom,Intel® Core™ i7-12650H,16 GB,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"Matowy, LED, IPS",
Acer Nitro 5 i7‑12650H/16GB/512+960 RTX4050 165Hz,"4 899,00 zł",xkom,Intel® Core™ i7-12650H,16 GB,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"Matowy, LED, IPS",
Acer Nitro 5 i7‑12650H/32GB/512/Win11X RTX4050 165Hz,"5 399,00 zł",xkom,Intel® Core™ i7-12650H,32 GB,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"Matowy, LED, IPS",
Acer Nitro 5 i7‑12650H/32GB/512 RTX4050 165Hz,"4 999,00 zł",xkom,Intel® Core™ i7-12650H,32 GB,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"Matowy, LED, IPS",
Acer Nitro 5 i7‑12650H/16GB/512/Win11PX RTX4050 165Hz,"5 249,00 zł",xkom,Intel® Core™ i7-12650H,16 GB,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"Matowy, LED, IPS",
Acer Nitro 5 i7‑12650H/16GB/512 RTX4050 165Hz,"3 999,00 zł",xkom,Intel® Core™ i7-12650H,16 GB,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"Matowy, LED, IPS",
HP ZBook Firefly 14 G10 i7‑1365U/16GB/1TB/Win11P RTX A500,"8 099,00 zł",xkom,Intel® Core™ i7-1365U,16 GB,NVIDIA RTX A500 + Intel UHD,"Matowy, LED, IPS",
Dell Latitude 9440 2in1 i7‑1365U/32GB/512/Win11P,"14 999,00 zł",xkom,Intel® Core™ i7-1365U,32 GB,Intel Iris Xe Graphics,"Matowy, LED",
Gigabyte AORUS 15 BKF i7‑13700H/16GB/1TB+960/Win11 RTX4060 165Hz,"5 799,00 zł",xkom,Intel® Core™ i7-13700H,16 GB,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,"Matowy, LED, IPS",
Dell Precision 7780 i9‑13950HX/32GB/1TB/Win11P RTX3500,"18 649,00 zł",xkom,Intel® Core™ i9-13950HX,32 GB,Intel UHD Graphics + NVIDIA RTX 3500 Ada,"Matowy, LED, WVA",
Dell Precision 7680 i9‑13950HX/32GB/1TB/Win11P RTX3500,"18 699,00 zł",xkom,Intel® Core™ i9-13950HX,32 GB,Intel UHD Graphics + NVIDIA RTX 3500 Ada,"Matowy, LED, WVA",
Dell Precision 7680 i7‑13850HX/32GB/1TB/Win11P RTX3500,"16 899,00 zł",xkom,Intel® Core™ i7-13850HX,32 GB,Intel UHD Graphics + NVIDIA RTX 3500 Ada,"Matowy, LED, WVA",
Dell Latitude 5340 i5‑1345U/16GB/512/Win11P,"6 499,00 zł",xkom,Intel® Core™ i5-1345U,16 GB,Intel Iris Xe Graphics,"Matowy, LED, IPS",
Dell Latitude 5340 i7‑1365U/16GB/512/Win11P,"7 699,00 zł",xkom,Intel® Core™ i7-1365U,16 GB,Intel Iris Xe Graphics,"Matowy, LED, IPS",
Dell Latitude 7640 i7‑1365U/16GB/512/Win11P,"8 899,00 zł",xkom,Intel® Core™ i7-1365U,16 GB,Intel Iris Xe Graphics,"Matowy, LED, WVA",
