Tytuł,Cena,Sklep,Procesor,RAM,Dysk SSD,Karta graficzna:,Ekran,System operacyjny,Dysk HDD:,Firma procesora
"Laptop ASUS ZenBook 14 UM3402YA-KP374W 14"" IPS R7-7730U 16GB RAM 512GB SSD Windows 11 Home",3699.0,MediaExpert,AMD Ryzen 7 7730U,16,512,AMD Radeon Graphics,14,Windows 11 Home,,AMD
"Laptop GIGABYTE G6X 9KG-43EE854SD 16"" IPS 165Hz i7-13650HX 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3",4298.99,MediaExpert,Intel Core i7-13650HX,16,1000,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,16,Brak,,Intel
"Laptop ASUS TUF Gaming A15 FA507NV-LP025 15.6"" IPS 144Hz R5-7535HS 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3",4298.0,MediaExpert,AMD Ryzen 5 7535HS,16,512,NVIDIA GeForce RTX 4060 + AMD Radeon 660M,15.6,Brak,,AMD
"Laptop PREDATOR Helios PH16-72-9335 16"" IPS 250Hz i9-14900HX 32GB RAM 1TB SSD GeForce RTX4080 DLSS 3 Windows 11 Home",12999.99,MediaExpert,Intel Core i9-14900HX,32,1024,NVIDIA GeForce RTX 4080 + Intel UHD Graphics,16,Windows 11 Home,,Intel
"Laptop DELL Inspiron 15 3525-5523 15.6"" R7-5700U 16GB RAM 512GB SSD Windows 11 Home",2499.0,MediaExpert,AMD Ryzen 7 5700U,16,512,AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop ASUS TUF Gaming A15 FA507NVR-LP017W 15.6"" IPS 144Hz R7-7435HS 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",4999.0,MediaExpert,AMD Ryzen 7 7435HS,16,512,NVIDIA GeForce RTX 4060,15.6,Windows 11 Home,,AMD
"Laptop ACER TravelMate P2 16 TMP216-51-TCO-36WE 16"" IPS i3-1315U 8GB RAM 512GB SSD Windows 11 Professional",2498.99,MediaExpert,Intel Core i3-1315U,8,512,Intel UHD Graphics,16,Windows 11 Professional,,Intel
"Laptop MSI Cyborg A12VF-271XPL 15.6"" IPS 144Hz i7-12650H 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3",4499.0,MediaExpert,Intel Core i7-12650H,16,512,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,15.6,Brak,,Intel
"Laptop ACER Extensa EX215-32-P7WU 15.6"" Pentium N6000 8GB RAM 256GB SSD Windows 11 Home",2099.99,MediaExpert,Intel Pentium Silver N6000,8,256,Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop APPLE MacBook Pro 2024 14"" Retina M4 Max 36GB RAM 1TB SSD macOS Gwiezdna czerń",16499.0,MediaExpert,Apple M4 Max,36,1000,Apple M4 Max (32 rdzeni),14.2,macOS Sequoia,,Apple
"Laptop ACER Nitro V 15 ANV15-51 NH.QQEEP.00D 15.6"" IPS 165Hz i9-13900H 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",6048.99,MediaExpert,Intel Core i9-13900H,16,1000,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop LENOVO Legion Slim 5 16AHP9 16"" IPS 165Hz R7-8845HS 32GB RAM 512GB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",6899.0,MediaExpert,AMD Ryzen 7 8845HS,32,512,NVIDIA GeForce RTX 4060 + AMD Radeon 780M,16,Windows 11 Home,,AMD
"Laptop LENOVO LOQ 15ARP9 15.6"" IPS 144Hz R5-7235HS 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",3149.0,MediaExpert,AMD Ryzen 5 7235HS,16,512,NVIDIA GeForce RTX 3050,15.6,Windows 11 Home,,AMD
"Laptop ASUS VivoBook S M5406WA-PP025W 14"" OLED Ryzen AI 9 HX 370 32GB RAM 1TB SSD Windows 11 Home",6499.0,MediaExpert,AMD Ryzen AI 9 HX 370,32,1000,AMD Radeon Graphics,14,Windows 11 Home,,AMD
"Laptop PREDATOR Triton Neo 16 PTN16-51-70MU 16"" IPS 240Hz Ultra 7-155H 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",6899.99,MediaExpert,Intel Core Ultra 7-155H,32,1000,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,16,Windows 11 Home,,Intel
"Laptop CHUWI HeroBook Plus 15.6"" IPS Celeron N4020 8GB RAM 256GB SSD Windows 11 Home",1399.98,MediaExpert,Intel Celeron N4020,8,256,Intel UHD Graphics 600,15.6,Windows 11 Home,,Intel
"Laptop ASUS VivoBook 15X M3504YA-MA313W 15.6"" OLED R7-7730U 16GB RAM 512GB SSD Windows 11 Home",3499.0,MediaExpert,AMD Ryzen 7 7730U,16,512,AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop ASUS ZenBook 14 UX3405MA-PP287W 14"" OLED Ultra 9-185H 32GB RAM 1TB SSD Windows 11 Home",6699.0,MediaExpert,Intel Core Ultra 9-185H,32,1000,Intel Arc Graphics,14,Windows 11 Home,,Intel
"Laptop PREDATOR Helios PH16-72-983T 16"" IPS 240Hz i9-14900HX 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home",8999.0,MediaExpert,Intel Core i9-14900HX,32,1024,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,16,Windows 11 Home,,Intel
"Laptop APPLE MacBook Pro 2023 14"" Retina M3 8GB RAM 1TB SSD macOS Gwiezdna szarość",7499.0,MediaExpert,Apple M3,8,1000,Apple M3 (10 rdzeni),14.2,macOS Sonoma,,Apple
"Laptop LENOVO V14 G4 IRU 14"" i5-13420H 16GB RAM 512GB SSD Windows 11 Professional",2999.0,MediaExpert,Intel Core i5-13420H,16,512,Intel UHD Graphics,14,Windows 11 Professional,,Intel
"Laptop LENOVO Legion 5 Pro 16ARH7H 16"" IPS 165Hz R7-6800H 16GB RAM 512GB SSD GeForce RTX3070Ti",5549.0,MediaExpert,AMD Ryzen 7 6800H,16,512,NVIDIA GeForce RTX 3070 Ti + AMD Radeon 680M,16,Brak,,AMD
"Laptop ACER Swift Edge SFA16-41 16"" R7-6800U 16GB RAM 1TB SSD Windows 11 Home",7249.99,MediaExpert,AMD Ryzen 7 6800U,16,1000,AMD Radeon 680M,16,Windows 11 Home,,AMD
"Laptop ACER Swift Edge SFA16-41-R31A 16"" R5-6600U 16GB RAM 512GB SSD Windows 11 Home",6449.99,MediaExpert,AMD Ryzen 5 6600U,16,512,AMD Radeon 660M,16,Windows 11 Home,,AMD
"Laptop APPLE MacBook Air 2024 13.6"" Retina M3 24GB RAM 512GB SSD macOS Księżycowa poświata",7499.0,MediaExpert,Apple M3,24,512,Apple M3 (10 rdzeni),13.6,macOS Sequoia,,Apple
"Laptop APPLE MacBook Pro 2024 16"" Retina M4 Max 48GB RAM 1TB SSD macOS Gwiezdna czerń",21499.0,MediaExpert,Apple M4 Max,48,1000,Apple M4 Max (40 rdzeni),16.2,macOS Sequoia,,Apple
"Laptop LENOVO Legion Pro 5 16IRX9 16"" IPS 240Hz i7-14700HX 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home",9099.99,MediaExpert,Intel Core i7-14700HX,32,1000,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,16,Windows 11 Home,,Intel
