Tytuł,Cena,Sklep,Procesor,RAM,Grafika,Typ ekranu,Dysk,Dysk SSD,Dysk SSD,System operacyjny,Firma procesora
Acer Nitro V R5‑7535HS/16GB/1TB+1TB/Win11X RTX3050 144Hz,3949.0,xkom,AMD Ryzen™ 5 7535HS,16,NVIDIA GeForce RTX 3050,"Matowy, LED",1TB+1TB,,2048,Windows 11 Home,AMD
Acer Nitro V R5‑7535HS/16GB/1TB/Win11PX RTX3050 144Hz,3799.0,xkom,AMD Ryzen™ 5 7535HS,16,NVIDIA GeForce RTX 3050,"Matowy, LED",1TB,,1024,Windows 11 Professional,AMD
Acer Nitro V R5‑7535HS/32GB/512+1TB/Win11X RTX3050 144Hz,4099.0,xkom,AMD Ryzen™ 5 7535HS,32,NVIDIA GeForce RTX 3050,"Matowy, LED",512+1TB,,1536,Windows 11 Home,AMD
Acer Nitro V R5‑7535HS/16GB/512+1TB/Win11X RTX3050 144Hz,3799.0,xkom,AMD Ryzen™ 5 7535HS,16,NVIDIA GeForce RTX 3050,"Matowy, LED",512+1TB,,1536,Windows 11 Home,AMD
Acer Nitro V R5‑7535HS/32GB/512/Win11PX RTX3050 144Hz,3949.0,xkom,AMD Ryzen™ 5 7535HS,32,NVIDIA GeForce RTX 3050,"Matowy, LED",512,512,512,Windows 11 Professional,AMD
Lenovo ThinkPad X1 Carbon Ultra 5‑125U/16GB/512/Win11P,9999.0,xkom,Intel® Core™ Ultra 5 125U,16,Intel® Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
Lenovo Legion Slim 5‑16 Ryzen 5‑7640HS/16GB/512/Win11 RTX4050 144Hz,4499.0,xkom,AMD Ryzen™ 5 7640HS,16,NVIDIA GeForce RTX 4050,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
Dell Inspiron 14 Plus 7441 X Plus X1P‑64‑100/16GB/1TB/Win11P AI,6690.0,xkom,Qualcomm Snapdragon X Plus,16,Qualcomm® Adreno™,"Matowy, LED, WVA",1TB,,1024,Windows 11 Professional,Qualcomm
Dell Inspiron 14 Plus 7441 X Plus X1P‑64‑100/16GB/512/Win11 AI,5999.0,xkom,Qualcomm Snapdragon X Plus,16,Qualcomm® Adreno™,"Matowy, LED, WVA",512,512,512,Windows 11 Home,Qualcomm
HP Envy 15 x360 i5‑1335U/16GB/512/Win11,4299.0,xkom,Intel® Core™ i5-1335U,16,Intel Iris Xe Graphics,"Błyszczący, OLED",512,512,512,Windows 11 Home,Intel
Dell Alienware x16 R2 Ultra 9 185H/32GB/2TB/Win11 RTX4090,23999.0,xkom,Intel® Core™ Ultra 9 185H,32,NVIDIA GeForce RTX 4090,,2TB,,2048,Windows 11 Home,Intel
Dell Alienware x16 R2 Ultra 9 185H/32GB/1TB/Win11 RTX4080,20499.0,xkom,Intel® Core™ Ultra 9 185H,32,NVIDIA GeForce RTX 4080,,1TB,,1024,Windows 11 Home,Intel
Dell XPS 13 9345 X Elite X1E‑80‑100/16GB/512/Win11P AI,8999.0,xkom,Qualcomm Snapdragon X Elite,16,Qualcomm® Adreno™,"Matowy, LED, WVA",512,512,512,Windows 11 Professional,Qualcomm
Dell Latitude 5550 Ultra 7 165U/16GB/512+1TB/Win11P,7199.0,xkom,Intel® Core™ Ultra 7 165U,16,Intel® Graphics,"Matowy, LED, IPS",512+1TB,,1536,Windows 11 Professional,Intel
HP Omen 16 i7‑14700HX/16GB/1TB/Win11 RTX4060 165Hz,8399.0,xkom,Intel® Core™ i7-14700HX,16,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Victus 16 i5‑14450HX/32GB/1TB/Win11 RTX4060 144Hz,6149.0,xkom,Intel® Core™ i5-14450HX,32,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Victus 16 i5‑14450HX/16GB/1TB/Win11 RTX4060 144Hz,5649.0,xkom,Intel® Core™ i5-14450HX,16,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Victus 16 i5‑14450HX/32GB/512/Win11 RTX4060 144Hz,5899.0,xkom,Intel® Core™ i5-14450HX,32,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Home,Intel
Dell Precision 3590 Ultra 7 155H/64GB/2TB/Win11P RTX500,13999.0,xkom,Intel® Core™ Ultra 7 155H,64,NVIDIA RTX 500 Ada + Intel Arc™ Graphics,"Matowy, LED",2TB,,2048,Windows 11 Professional,Intel
Dell Precision 3591 Ultra 9 185H/32GB/1TB/Win11P RTX2000,13999.0,xkom,Intel® Core™ Ultra 9 185H,32,NVIDIA RTX 2000 Ada,"Matowy, LED, IPS",1TB,,1024,Windows 11 Professional,Intel
Dell Alienware m16 R2 Core Ultra 9 185H/64GB/4TB/Win11 RTX4070,16999.0,xkom,Intel® Core™ Ultra 9 185H,64,NVIDIA GeForce RTX 4070,"Matowy, LED, WVA",4TB,,4096,Windows 11 Home,Intel
Dell Alienware m16 R2 Core Ultra 9 185H/64GB/2TB/Win11 RTX4070,15999.0,xkom,Intel® Core™ Ultra 9 185H,64,NVIDIA GeForce RTX 4070,"Matowy, LED, WVA",2TB,,2048,Windows 11 Home,Intel
Dell Alienware m16 R2 Core Ultra 9 185H/32GB/2TB/Win11 RTX4070,14999.0,xkom,Intel® Core™ Ultra 9 185H,32,NVIDIA GeForce RTX 4070,"Matowy, LED, WVA",2TB,,2048,Windows 11 Home,Intel
Dell Inspiron 5440 Intel 7 150U/16GB/1TB/Win11P,4999.0,xkom,Intel® Core™ 7 150U,16,Intel® Graphics,"Matowy, LED, WVA",1TB,,1024,Windows 11 Professional,Intel
HP Pavilion 15 i5‑1335U/16GB/1TB/Win11,3149.0,xkom,Intel® Core™ i5-1335U,16,Intel Iris Xe Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Pavilion 15 Ryzen 7‑7730U/16GB/1TB/Win11x Silver,2749.0,xkom,AMD Ryzen™ 7 7730U,16,AMD Radeon™ Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
HP 15 i5‑1334U/8GB/1TB/Win11,2549.0,xkom,Intel® Core™ i5-1334U,8,Intel Iris Xe Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
Dell XPS 14 9440 Ultra 7 155H/64GB/4TB/Win11P RTX4050 OLED,18999.0,xkom,Intel® Core™ Ultra 7 155H,64,NVIDIA GeForce RTX 4050,"Błyszczący, OLED",4TB,,4096,Windows 11 Professional,Intel
Dell XPS 14 9440 Ultra 7 155H/64GB/2TB/Win11P RTX4050 OLED,17299.0,xkom,Intel® Core™ Ultra 7 155H,64,NVIDIA GeForce RTX 4050,"Błyszczący, OLED",2TB,,2048,Windows 11 Professional,Intel
Dell XPS 14 9440 Ultra 7 155H/64GB/1TB/Win11P RTX4050 OLED,15999.0,xkom,Intel® Core™ Ultra 7 155H,64,NVIDIA GeForce RTX 4050,"Błyszczący, OLED",1TB,,1024,Windows 11 Professional,Intel
Dell XPS 14 9440 Ultra 7 155H/32GB/1TB/Win11P RTX4050 OLED,14999.0,xkom,Intel® Core™ Ultra 7 155H,32,NVIDIA GeForce RTX 4050,"Błyszczący, OLED",1TB,,1024,Windows 11 Professional,Intel
HP Envy 14 x360 Ultra 5‑125U/16GB/512/Win11 Touch Blue,3999.0,xkom,Intel® Core™ Ultra 5 125U,16,Intel® Graphics,"Błyszczący, LED, IPS",512,512,512,Windows 11 Home,Intel
HP Envy 14 x360 Ultra 7‑155U/16GB/1TB/Win11 120Hz OLED,5499.0,xkom,Intel® Core™ Ultra 7 155U,16,Intel® Graphics,"Błyszczący, OLED",1TB,,1024,Windows 11 Home,Intel
HP Pavilion Plus Ryzen 7‑7840U/16GB/1TB/Win11 120Hz OLED,4499.0,xkom,AMD Ryzen™ 7 7840U,16,AMD Radeon™ 780M,"Błyszczący, OLED",1TB,,1024,Windows 11 Home,AMD
HP Pavilion 14 x360 i7‑1355U/16GB/1TB/Win11,3999.0,xkom,Intel® Core™ i7-1355U,16,Intel Iris Xe Graphics,"Błyszczący, LED, IPS",1TB,,1024,Windows 11 Home,Intel
Dell XPS 16 9640 Ultra 7 155H/64GB/4TB/Win11P RTX4070 OLED,22499.0,xkom,Intel® Core™ Ultra 7 155H,64,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",4TB,,4096,Windows 11 Professional,Intel
Dell XPS 16 9640 Ultra 7 155H/64GB/1TB/Win11P RTX4070 OLED,20099.0,xkom,Intel® Core™ Ultra 7 155H,64,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",1TB,,1024,Windows 11 Professional,Intel
Dell XPS 16 9640 Ultra 7 155H/32GB/1TB/Win11P RTX4060,16799.0,xkom,Intel® Core™ Ultra 7 155H,32,NVIDIA GeForce RTX 4060,"Matowy, LED, WVA",1TB,,1024,Windows 11 Professional,Intel
Dell XPS 16 9640 Ultra 7 155H/16GB/1TB/Win11P RTX4050,15799.0,xkom,Intel® Core™ Ultra 7 155H,16,NVIDIA GeForce RTX 4050,"Matowy, LED, WVA",1TB,,1024,Windows 11 Professional,Intel
Dell XPS 13 9340 Ultra 7 155H/16GB/512/Win11P,9299.0,xkom,Intel® Core™ Ultra 7 155H,16,Intel Arc™ Graphics,"Matowy, LED, WVA",512,512,512,Windows 11 Professional,Intel
HP Victus 16 i5‑14450HX/16GB/512/Win11 RTX3050 144Hz White,5299.0,xkom,Intel® Core™ i5-14450HX,16,NVIDIA GeForce RTX 3050,"Matowy, LED, IPS",512,512,512,Windows 11 Home,Intel
Dell XPS 16 9640 Ultra 7 155H/64GB/4TB/Win11P RTX4070 OLED,22499.0,xkom,Intel® Core™ Ultra 7 155H,64,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",4TB,,4096,Windows 11 Professional,Intel
Dell XPS 16 9640 Ultra 7 155H/64GB/2TB/Win11P RTX4070 OLED,18999.0,xkom,Intel® Core™ Ultra 7 155H,64,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",2TB,,2048,Windows 11 Professional,Intel
Dell XPS 16 9640 Ultra 7 155H/64GB/1TB/Win11P RTX4070 OLED,18999.0,xkom,Intel® Core™ Ultra 7 155H,64,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",1TB,,1024,Windows 11 Professional,Intel
Dell Inspiron 16 5630 i5‑1335U/16GB/512/Win11,3599.0,xkom,Intel® Core™ i5-1335U,16,Intel Iris Xe Graphics,"Matowy, LED, WVA",512,512,512,Windows 11 Home,Intel
MSI Cyborg 15 i7‑13620H/32GB/512/Win11X RTX4050 144Hz,5049.0,xkom,Intel® Core™ i7-13620H,32,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Home,Intel
Dell Alienware m18 R2 i9‑14900HX/32GB/2TB/Win11 RTX4090 165Hz,22999.0,xkom,Intel® Core™ i9-14900HX,32,NVIDIA GeForce RTX 4090,,2TB,,2048,Windows 11 Home,Intel
Dell Alienware m18 R2 i9‑14900HX/32GB/2TB/Win11 RTX4080 165Hz,20799.0,xkom,Intel® Core™ i9-14900HX,32,NVIDIA GeForce RTX 4080,,2TB,,2048,Windows 11 Home,Intel
MSI Katana 15 i7‑13620H/32GB/1TB RTX4070 144Hz,6299.0,xkom,Intel® Core™ i7-13620H,32,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",,,0,Brak,Intel
Dell XPS 14 9440 Ultra 7 155H/32GB/1TB/Win11P RTX4050 OLED,14999.0,xkom,Intel® Core™ Ultra 7 155H,32,NVIDIA GeForce RTX 4050,"Błyszczący, OLED",1TB,,1024,Windows 11 Professional,Intel
Dell XPS 16 9640 Ultra 7 155H/32GB/1TB/Win11P RTX4060 OLED,17999.0,xkom,Intel® Core™ Ultra 7 155H,32,NVIDIA GeForce RTX 4060,"Błyszczący, OLED",1TB,,1024,Windows 11 Professional,Intel
Dell XPS 16 9640 Ultra 7 155H/16GB/1TB/Win11P RTX4050,13999.0,xkom,Intel® Core™ Ultra 7 155H,16,NVIDIA GeForce RTX 4050,"Matowy, LED, WVA",1TB,,1024,Windows 11 Professional,Intel
Dell XPS 13 9340 Ultra 5 125H/16GB/512/Win11P,9199.0,xkom,Intel® Core™ Ultra 5 125H,16,Intel Arc™ Graphics,"Matowy, LED, WVA",512,512,512,Windows 11 Professional,Intel
Apple MacBook Air M3/8GB/256/Mac OS Srebrny 10R GPU 36 msc,6899.0,xkom,Apple M3,8,Apple M3 [10 rdzeni],"Błyszczący, LED, IPS, Liquid Retina",256,256,256,macOS Sonoma,Apple
Apple MacBook Air M3/8GB/256/Mac OS Północ 10R GPU 36msc,6899.0,xkom,Apple M3,8,Apple M3 [10 rdzeni],"Błyszczący, LED, IPS, Liquid Retina",256,256,256,macOS Sonoma,Apple
Apple MacBook Air M3/24GB/256/Mac OS Księżycowa poświata 10R GPU,6999.0,xkom,Apple M3,24,Apple M3 [10 rdzeni],"Błyszczący, LED, IPS, Liquid Retina",256,256,256,macOS Sonoma,Apple
Lenovo IdeaPad 3‑17 i5‑1235U/16GB/512/Win11,2599.0,xkom,Intel® Core™ i5-1235U,16,Intel UHD Graphics + Intel UHD,"Matowy, LED, IPS",512,512,512,Windows 11 Home,Intel
ASUS Vivobook 15X i5‑1335U/24GB/512/Win11 OLED 120Hz,3699.0,xkom,Intel® Core™ i5-1335U,24,Intel Iris Xe Graphics,"Błyszczący, OLED",512,512,512,Windows 11 Home,Intel
ASUS Vivobook 15X i5‑1335U/16GB/512/Win11 OLED 120Hz,3499.0,xkom,Intel® Core™ i5-1335U,16,Intel Iris Xe Graphics,"Błyszczący, OLED",512,512,512,Windows 11 Home,Intel
Dell G15 5530 i7‑13650HX/16GB/512/Win11 RTX4060 165Hz,7499.0,xkom,Intel® Core™ i7-13650HX,16,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"Matowy, LED, WVA",512,512,512,Windows 11 Home,Intel
Gigabyte AORUS 16X (2024) i7‑13650HX/16GB/1TB+1TB/Win11 RTX4060 165Hz,5999.0,xkom,Intel® Core™ i7-13650HX,16,NVIDIA GeForce RTX 4060,,1TB+1TB,,2048,Windows 11 Home,Intel
Gigabyte G6X 9KG (2024) i7‑13650HX/16GB/1TB+1TB/Win11X RTX4060 165Hz,5249.0,xkom,Intel® Core™ i7-13650HX,16,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",1TB+1TB,,2048,Windows 11 Home,Intel
Dell Precision 3480 i7‑1360P/16GB/512/Win11P,7299.0,xkom,Intel® Core™ i7-1360P,16,Intel Iris Xe Graphics,"Matowy, LED, WVA",512,512,512,Windows 11 Professional,Intel
Lenovo ThinkPad X13 i7‑1355U/16GB/1TB/Win11P,9399.0,xkom,Intel® Core™ i7-1355U,16,Intel Iris Xe Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Professional,Intel
Acer Nitro 5 i5‑12450H/32GB/512 RTX4050 165Hz,3999.0,xkom,Intel® Core™ i5-12450H,32,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"Matowy, LED, IPS",,,0,Brak,Intel
ASUS ROG Zephyrus G16 i7‑13620H/32GB/512/Win11 RTX4070 240Hz,8399.0,xkom,Intel® Core™ i7-13620H,32,NVIDIA GeForce RTX 4070 + Intel Iris Xe Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Home,Intel
MSI Stealth 14 AI Studio Ultra 9‑185H/32GB/2TB/Win11 RTX4070,9999.0,xkom,Intel® Core™ Ultra 9 185H,32,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",2TB,,2048,Windows 11 Home,Intel
ASUS TUF Gaming A15 R9‑8945HS/16GB/1TB/Win11 RTX4070 144Hz,6999.0,xkom,AMD Ryzen™ 9 8945HS,16,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
ASUS TUF Gaming A15 R9‑8945HS/16GB/512/Win11 RTX4070 144Hz,6699.0,xkom,AMD Ryzen™ 9 8945HS,16,NVIDIA GeForce RTX 4070,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
ASUS TUF Gaming F15 i7‑13620H/16GB/1TB/Win11 RTX4070 144Hz,6899.0,xkom,Intel® Core™ i7-13620H,16,NVIDIA GeForce RTX 4070 + Intel Iris Xe Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
ASUS TUF Gaming F15 i7‑13620H/32GB/1TB RTX4070 144Hz,6899.0,xkom,Intel® Core™ i7-13620H,32,NVIDIA GeForce RTX 4070 + Intel Iris Xe Graphics,"Matowy, LED, IPS",,,0,Brak,Intel
ASUS TUF Gaming F15 i7‑13620H/32GB/1TB/Win11X RTX4050 144Hz,5149.0,xkom,Intel® Core™ i7-13620H,32,NVIDIA GeForce RTX 4050 + Intel Iris Xe Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
Gigabyte AORUS 16X (2024) i7‑14650HX/32GB/1TB+1TB/W11 RTX4070 165Hz,8299.0,xkom,Intel® Core™ i7-14650HX,32,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,,1TB+1TB,,2048,Windows 11 Home,Intel
Gigabyte AORUS 16X (2024) i7‑14650HX/16GB/1TB+1TB/W11 RTX4070 165Hz,7849.0,xkom,Intel® Core™ i7-14650HX,16,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,,1TB+1TB,,2048,Windows 11 Home,Intel
Gigabyte AORUS 16X (2024) i7‑14650HX/32GB/1TB/W11 RTX4070 165Hz,7999.0,xkom,Intel® Core™ i7-14650HX,32,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,,1TB,,1024,Windows 11 Home,Intel
Gigabyte AORUS 16X (2024) i7‑14650HX/16GB/1TB/W11 RTX4070 165Hz,7549.0,xkom,Intel® Core™ i7-14650HX,16,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,,1TB,,1024,Windows 11 Home,Intel
ASUS ROG Zephyrus G14 R9‑8945HS/32GB/1TB/W11X RTX4070 OLED 120Hz,11699.0,xkom,AMD Ryzen™ 9 8945HS,32,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",1TB,,1024,Windows 11 Home,AMD
ASUS ROG Zephyrus G14 R9‑8945HS/32GB/1TB RTX4070 OLED 120Hz,11199.0,xkom,AMD Ryzen™ 9 8945HS,32,NVIDIA GeForce RTX 4070,"Błyszczący, OLED",,,0,Brak,AMD
HP Omen 14 Ultra 7‑155H/16GB/1TB/WIn11x RTX4060 120Hz,8899.0,xkom,Intel® Core™ Ultra 7 155H,16,NVIDIA GeForce RTX 4060 + Intel Arc™ Graphics,"Błyszczący, OLED",1TB,,1024,Windows 11 Home,Intel
HP Omen 14 Ultra 9‑185H/32GB/1TB RTX4070 120Hz,9999.0,xkom,Intel® Core™ Ultra 9 185H,32,NVIDIA GeForce RTX 4070 + Intel Arc™ Graphics,"Błyszczący, OLED",,,0,Brak,Intel
HP Omen 14 Ultra 7‑155H/16GB/1TB RTX4060 120Hz,6999.0,xkom,Intel® Core™ Ultra 7 155H,16,NVIDIA GeForce RTX 4060 + Intel Arc™ Graphics,"Błyszczący, OLED",,,0,Brak,Intel
ASUS TUF Gaming A15 R7‑7735HS/16GB/1TB/Win11 RTX4050 144Hz,4599.0,xkom,AMD Ryzen™ 7 7735HS,16,NVIDIA GeForce RTX 4050 + AMD Radeon™ 680M,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
ASUS TUF Gaming A15 R7‑7735HS/32GB/512/Win11 RTX4050 144Hz,4599.0,xkom,AMD Ryzen™ 7 7735HS,32,NVIDIA GeForce RTX 4050 + AMD Radeon™ 680M,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
ASUS TUF Gaming A15 R7‑7735HS/16GB/512/Win11 RTX4050 144Hz,4099.0,xkom,AMD Ryzen™ 7 7735HS,16,NVIDIA GeForce RTX 4050 + AMD Radeon™ 680M,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
ASUS TUF Gaming A15 R5‑7535HS/32GB/1TB/Win11 RTX4050 144Hz,4599.0,xkom,AMD Ryzen™ 5 7535HS,32,NVIDIA GeForce RTX 4050 + AMD Radeon™ 680M,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
ASUS TUF Gaming A15 R5‑7535HS/16GB/1TB/Win11 RTX4050 144Hz,4299.0,xkom,AMD Ryzen™ 5 7535HS,16,NVIDIA GeForce RTX 4050 + AMD Radeon™ 680M,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,AMD
ASUS TUF Gaming A15 R5‑7535HS/32GB/512/Win11 RTX4050 144Hz,4299.0,xkom,AMD Ryzen™ 5 7535HS,32,NVIDIA GeForce RTX 4050 + AMD Radeon™ 680M,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
ASUS TUF Gaming A15 R5‑7535HS/16GB/512/Win11 RTX4050 144Hz,3999.0,xkom,AMD Ryzen™ 5 7535HS,16,NVIDIA GeForce RTX 4050 + AMD Radeon™ 680M,"Matowy, LED, IPS",512,512,512,Windows 11 Home,AMD
Lenovo ThinkPad E14 i3‑1315U/8GB/512/Win11P,3799.0,xkom,Intel® Core™ i3-1315U,8,Intel UHD Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
Acer Nitro 5 i5‑12500H/16GB/1TB/Win11 RTX4060 165Hz,5599.0,xkom,Intel® Core™ i5-12500H,16,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Pavilion 15 Ryzen 5‑7530U/32GB/512/Win11Px Silver,3449.0,xkom,AMD Ryzen™ 5 7530U,32,AMD Radeon™ Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,AMD
MSI Creator Z17 HX i9‑14900HX/64GB/2TB/Win11P RTX4070 165Hz,15399.0,xkom,Intel® Core™ i9-14900HX,64,NVIDIA GeForce RTX 4070,"Błyszczący, LED, IPS",2TB,,2048,Windows 11 Professional,Intel
MSI Titan 18 HX i9‑14900HX/64GB/4TB/Win11 RTX4090 120Hz,24499.0,xkom,Intel® Core™ i9-14900HX,64,NVIDIA GeForce RTX 4090,"Matowy, mini-LED, IPS",4TB,,4096,Windows 11 Home,Intel
MSI Katana 17 i7‑12650H/16GB/512/Win11X RTX3050,4549.0,xkom,Intel® Core™ i7-12650H,16,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Home,Intel
Lenovo ThinkPad L14 i7‑1355U/8GB/512/Win11P,5499.0,xkom,Intel® Core™ i7-1355U,8,Intel UHD,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
Lenovo ThinkBook 16 i3‑1315U/8GB/512/Win11P,3099.0,xkom,Intel® Core™ i3-1315U,8,Intel UHD Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
HP Pavilion Plus 14 i5‑13500H/16GB/512/Win11 OLED,3999.0,xkom,Intel® Core™ i5-13500H,16,Intel Iris Xe Graphics,"Błyszczący, OLED",512,512,512,Windows 11 Home,Intel
Apple MacBook Pro M3 Pro/18GB/512/Mac OS Gwiezdna Czerń US 36 msc,13699.0,xkom,Apple M3 Pro,18,Apple M3 Pro [18 rdzeni],"Błyszczący, mini-LED, Liquid Retina XDR",512,512,512,macOS Sonoma,Apple
HP 17 i3‑N305/8GB/1TB/Win11 Silver,2649.0,xkom,Intel® Core™ i3-N305,8,Intel UHD Graphics,"Matowy, LED, IPS",1TB,,1024,Windows 11 Home,Intel
HP Victus i5‑12450H/16GB/512/Win11 RTX3050 144Hz,3999.0,xkom,Intel® Core™ i5-12450H,16,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Home,Intel
Apple MacBook Pro M3 Max/36GB/2TB/Mac OS Gwiezdna Czerń 30R GPU,17499.0,xkom,Apple M3 Max,36,Apple M3 Max [30 rdzeni],"Błyszczący, mini-LED, Liquid Retina XDR",2TB,,2048,macOS Sonoma,Apple
Apple MacBook Pro M3/8GB/512/Mac OS Srebrny 10R GPU,7999.0,xkom,Apple M3,8,Apple M3 [10 rdzeni],"Błyszczący, mini-LED, Liquid Retina XDR",512,512,512,macOS Sonoma,Apple
HP EliteBook 1040 G10 i7‑1355U/16GB/512/Win11P SV,6599.0,xkom,Intel® Core™ i7-1355U,16,Intel Iris Xe Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
HP EliteBook 1040 G10 i7‑1355U/16GB/512/Win11P,6199.0,xkom,Intel® Core™ i7-1355U,16,Intel Iris Xe Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
HP EliteBook 1040 G10 i5‑1335U/16GB/512/Win11P,5499.0,xkom,Intel® Core™ i5-1335U,16,Intel Iris Xe Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
HP EliteBook 840 G10 i7‑1365U/16GB/512/Win11P,8499.0,xkom,Intel® Core™ i7-1365U,16,Intel Iris Xe Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
HP EliteBook 840 G10 i7‑1355U/16GB/512/Win11P,5599.0,xkom,Intel® Core™ i7-1355U,16,Intel UHD,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
HP EliteBook 840 G10 i5‑1350P/16GB/512/Win11P,5699.0,xkom,Intel® Core™i5-1350P,16,Intel UHD,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
HP EliteBook 840 G10 i5‑1345U/16GB/512/Win11P,4699.0,xkom,Intel® Core™ i5-1345U,16,Intel UHD,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
HP EliteBook 840 G10 i5‑1335U/16GB/512/Win11P SV,5299.0,xkom,Intel® Core™ i5-1335U,16,Intel UHD,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
HP Elitebook 640 G10 i7‑1355U/16GB/512/Win11P,5699.0,xkom,Intel® Core™ i7-1355U,16,Intel UHD,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
Apple MacBook Air M2/16GB/512/Mac OS Starlight 36msc,7499.0,xkom,Apple M2,16,Apple M2 [10 rdzeni],"Błyszczący, LED, IPS, Liquid Retina",512,512,512,macOS Sonoma,Apple
HP ProBook 440 G10 i5‑1335U/16GB/512/Win11P,3999.0,xkom,Intel® Core™ i5-1335U,16,Intel Iris Xe Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
Acer Nitro 5 i5‑12500H/16GB/512+1TB/Win11X RTX4060 165Hz,5299.0,xkom,Intel® Core™ i5-12500H,16,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,"Matowy, LED, IPS",512+1TB,,1536,Windows 11 Home,Intel
Acer Nitro 5 i5‑12500H/16GB/512/Win11PX RTX4060 165Hz,5149.0,xkom,Intel® Core™ i5-12500H,16,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,"Matowy, LED, IPS",512,512,512,Windows 11 Professional,Intel
MSI Creator Z16 i7‑13700HX/32GB/2TB/Win11P RTX4060 165Hz,10599.0,xkom,Intel® Core™ i7-13700HX,32,NVIDIA GeForce RTX 4060,"Matowy, LED, IPS",2TB,,2048,Windows 11 Professional,Intel
MSI Bravo 15 Ryzen 5‑7535HS/16GB/512 RX6550M 144Hz,2899.0,xkom,AMD Ryzen™ 5 7535HS,16,AMD Radeon™ RX 6550M,"Matowy, LED, IPS",,,0,Brak,AMD
