Tytuł,Cena,Link,Ekran:,Procesor:,Pamięć:,Grafika:,Dysk:,System operacyjny:
"Laptop Lenovo IdeaPad 3 15ADA05 15,6"" R7 3700U 8GB RAM 256GB Dysk SSD Win10 Szary",3 099,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip3-r7-8gb-256ssd-w10.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 7 3700U,8 GB DDR4 2400 MHz RAM,AMD Radeon™ Vega 10,256 GB SSD,Windows 10 Home Edition
"Laptop Acer Aspire 3 A315-58-522V 15,6"" i5-1135G7 16GB RAM 1TB Dysk SSD Win11 Srebrny",2 799,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-aspire-3-i5-16gb-1tbssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 11gen 1135G7,16 GB DDR4 RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop Lenovo IdeaPad 3 15ADA05 15,6"" R7 3700U 8GB RAM 256GB Dysk SSD Win10 Szary",3 099,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip3-r7-8gb-256ssd-w10.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 7 3700U,8 GB DDR4 2400 MHz RAM,AMD Radeon™ Vega 10,256 GB SSD,Windows 10 Home Edition
"Laptop Lenovo IdeaPad 3 15ALC6 15,6"" R7 5700U 16GB RAM 1TB Dysk SSD Win11 Szary",3 199,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip3-r7-16gb-1tb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 7 5700U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop ultrabook Lenovo IdeaPad 5 14ITL05 14"" i5-1135G7 16GB RAM 512GB Dysk SSD Win11 Platynowy",3 199,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip5-14-i5-16gb-512ssd-w11.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 11gen 1135G7,16 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Huawei MateBook D14 14"" i5-1155G7 8GB RAM 512GB Dysk SSD Win11 Szary",3 249,https://www.euro.com.pl/laptopy-i-netbooki/huawei-laptop-mb-d14-i5-8gb-512ssd-w11.bhtml,"14 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1155G7,8 GB DDR4 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop biznesowy Dell Vostro 3510 15,6"" i5-1135G7 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",3 449,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-dell-i5-1135g7-16gb-512gb-w11p_1.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,16 GB DDR4 2666 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Professional
"Laptop MSI Modern 14 B10MW-246PL 14"" i5-10210U 8GB RAM 512GB Dysk SSD Win10 Niebieski",3 499,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-m14-i5-8gb-512ssd-w10.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 10gen 10210U,8 GB DDR4 2666 MHz RAM,Intel® UHD Graphics,512 GB SSD,Windows 10 Home Edition
"Laptop Toshiba Satellite Pro C50-H-11E 15,6"" i5-1035G1 16GB RAM 1TB Dysk SSD Win10 Granatowy",3 749,https://www.euro.com.pl/laptopy-i-netbooki/toshiba-laptop-sat-pro-i5-16gb-1tbssd-w10.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 10gen 1035G1,16 GB DDR4 3200 MHz RAM,Intel® UHD Graphics,1 TB SSD,Windows 10 Home Edition
"Laptop ultrabook Lenovo IdeaPad 5 Pro 14ITL6 14"" i5-1135G7 16GB RAM 1TB Dysk SSD Win11 Szary",4 099,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip5-pro-14-i5-16gb-1tbssd-w11.bhtml,"14 "", 2240 x 1400 pikseli 60 Hz",Intel® Core™ i5 11gen 1135G7,16 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop gamingowy Dell Inspiron G3 3590-1428 15,6"" i7-9750H 8GB RAM 512GB Dysk SSD GTX1660Ti Max-Q Biały",4 199,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-3590-i7-8gb-512ssd-1660ti-no-os_1.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 9gen 9750H,8 GB DDR4 2666 MHz RAM,NVIDIA® GeForce GTX™ 1660 Ti Max-Q + Intel UHD Graphics 630,512 GB SSD,bez systemu
"Laptop gamingowy HP OMEN 15-en0028nw 15,6"" R5 4600H 8GB RAM 512GB Dysk SSD GTX1650Ti Srebrny",4 299,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-omen-r5-8gb-512ssd-gtx1650ti-dos.bhtml,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 4600H,8 GB DDR4 3200 MHz RAM,NVIDIA® GeForce GTX™ 1650 Ti + AMD Radeon™ Graphics,512 GB SSD,bez systemu
"Laptop 2w1 Microsoft Surface Pro 7 12,3"" i5-1035G4 8GB RAM 256GB Dysk SSD Win10 Platynowy",4 299,https://www.euro.com.pl/laptopy-i-netbooki/microsoft-laptop-surface-pro-7-i5-8gb-256ssd-w10_1.bhtml,"12,3 "", ekran dotykowy 2736 x 1824 pikseli",Intel® Core™ i5 10gen 1035G4,8 GB LPDDR4X RAM,Intel® Iris Plus Graphics,256 GB SSD,Windows 10 Home Edition (możliwość darmowej aktualizacji do Windows 11)
"Laptop 2w1 Microsoft Surface Pro X 13"" SQ1 8GB RAM 128GB Dysk SSD Win11 Platynowy + klawiatura Type Cover",4 399,https://www.euro.com.pl/laptopy-i-netbooki/microsoft-laptop-surface-prox-keyboard.bhtml,"13 "", ekran dotykowy 2880 x 1920 pikseli",Microsoft® SQ1™,8 GB LPDDR4X RAM,Qualcomm® Adreno 685,128 GB SSD,Windows 11 Home Edition
"Laptop HP Pavilion 15-eg0078nw 15,6"" i7-1165G7 16GB RAM 512GB Dysk SSD MX450 Srebrny",4 499,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-pav-i7-16gb-512ssd-mx450-dos.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i7 11gen 1165G7,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce MX 450 + Intel Iris Xe Graphics,512 GB SSD,bez systemu
"Laptop gamingowy HIRO 7165 15,6"" i7-9750H 8GB RAM 512GB Dysk SSD GTX1650 Win11 Szary",4 699,https://www.euro.com.pl/laptopy-i-netbooki/hiro-laptop-hiro-i7-9-8gb-512ssd-gtx1650-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 9gen 9750H,8 GB DDR4 2666 MHz RAM,NVIDIA® GeForce GTX 1650 + Intel UHD Graphics 630,512 GB,Windows 11 Home Edition
"Laptop ultrabook Dell Inspiron 14 5420-5521 14"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Srebrny",4 799,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-5420-14-i5-16gb-512ssd-w11.bhtml,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 12gen 1235U,16 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop biznesowy Toshiba Satellite Pro C50-H-104 15,6"" i7-1065G7 16GB RAM 1TB Dysk SSD Win10 Pro Granatowy",4 799,https://www.euro.com.pl/laptopy-i-netbooki/toshiba-laptop-sat-pro-i7-16gb-1tbssd-w10p.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i7 10gen 1065G7,16 GB DDR4 3200 MHz RAM,Intel® Iris Plus Graphics,1 TB SSD,Windows 10 Professional
"Laptop 2w1 Microsoft Surface Pro 7 12,3"" i5-1035G4 8GB RAM 128GB Dysk SSD Win10 Platynowy + klawiatura",5 099,https://www.euro.com.pl/laptopy-i-netbooki/microsoft-surface-pro-7-12-3-intel-core-i5-1035g4-8gb-ram-128gb-dysk-win10-platynowy-klawiatura.bhtml,"12,3 "", ekran dotykowy 2736 x 1824 pikseli",Intel® Core™ i5 10gen 1035G4,8 GB LPDDR4X RAM,Intel® Iris Plus Graphics,128 GB SSD,Windows 10 Home Edition (możliwość darmowej aktualizacji do Windows 11)
Laptop ultrabook ASUS ZenBook 14 UX3402ZA-KM319W OLED 14'' i5-1240P 16GB RAM 512GB Dysk SSD Win11 Niebieski,5 399,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-ux3402-14-i5-16gb-512ssd-w11_3.bhtml,"14 "", 2880 x 1800 pikseli 90 Hz",Intel® Core™ i5 12gen 1240P,16 GB LPDDR5 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Dell Inspiron 7610-6006 16"" i5-11400H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Niebieski",5 499,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-7610-16-i5-16gb-512ssd-3050-w11.bhtml,"16 "", 3072 x 1920 pikseli 60 Hz",Intel® Core™ i5 11gen 11400H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy ASUS ROG Strix G17 2022 G713RC-HX057W 17,3"" 144Hz R7 6800H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Szary",5 699,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-g713-r7-16gb-512ssd-3050-w11.bhtml,"17,3 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 6800H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX 3050 + AMD Radeon™ 680M,512 GB SSD,Windows 11 Home Edition
"Laptop Dell Inspiron G5 15 5505-6384 15,6'' 144Hz R7 4800H 16GB RAM 512GB Dysk SSD RX5600M Win10 Srebrny",5 799,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-5505-r7-16gb-512ssd-rx5600-w10.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 4800H,16 GB DDR4 3200 MHz RAM,AMD Radeon™ RX 5600M + AMD Radeon™ Graphics,512 GB SSD,Windows 10 Home Edition
"Laptop gamingowy ASUS ROG Strix G17 2022 G713RC-HX057W 17,3"" 144Hz R7 6800H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Szary",5 699,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-g713-r7-16gb-512ssd-3050-w11.bhtml,"17,3 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 6800H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX 3050 + AMD Radeon™ 680M,512 GB SSD,Windows 11 Home Edition
"Laptop Dell Inspiron G5 15 5505-6384 15,6'' 144Hz R7 4800H 16GB RAM 512GB Dysk SSD RX5600M Win10 Srebrny",5 799,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-5505-r7-16gb-512ssd-rx5600-w10.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 4800H,16 GB DDR4 3200 MHz RAM,AMD Radeon™ RX 5600M + AMD Radeon™ Graphics,512 GB SSD,Windows 10 Home Edition
"Laptop gamingowy Dell G15 Ryzen Edition 5515-6892 15,6"" 120Hz R7 5800H 16GB RAM 1TB Dysk SSD RTX3060 Win10 Szary",5 999,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-g5-r7-16gb-1tbssd-3060-w10.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 7 5800H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3060 + AMD Radeon™ Graphics,1 TB SSD,Windows 10 Home Edition
"Laptop 2w1 ASUS Zenbook 14X OLED UX5401ZA-KN044W 14"" i7-12700H 16GB RAM 1TB Dysk SSD Win11 Szary",6 999,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-ux5401-i7-16gb-1tbssd-w11.bhtml,"14 "", ekran dotykowy 2880 x 1800 pikseli 90 Hz",Intel® Core™ i7 12gen 12700H,16 GB LPDDR5 RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop gamingowy Dell G15 5511-9199 15,6"" 360Hz i7-11800H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Czarny",6 999,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-5511-i7-16gb-512ssd-3060-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 360 Hz",Intel® Core™ i7 11gen 11800H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3060 + Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy HIRO S560 15,6"" i7-10750H 16GB RAM 512GB Dysk SSD RTX2070 Win10 Szary",6 999,https://www.euro.com.pl/laptopy-i-netbooki/hiro-laptop-hiro-i7-16gb-512ssd-rtx2070.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i7 10gen 10750H,16 GB DDR4 2666 MHz RAM,NVIDIA® GeForce RTX™ 2070 + Intel UHD Graphics,512 GB SSD,Windows 10 Home Edition
"Apple MacBook Pro M1 13,3"" M1 8GB RAM 512GB Dysk macOS Srebrny",7 499,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mcpro-m1-13-8gb-512ssd-silver.bhtml,"13,3 "", 2560 x 1600 pikseli",Apple M1,8 GB DDR4 RAM,Apple M1 (8-rdzeni),512 GB SSD,macOS Big Sur lub nowszy
"Laptop 2w1 HP Spectre x360 13-aw2101nw OLED 13,3"" i7-1165G7 16GB RAM 1TB Dysk SSD Win10 Czarny",7 499,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-spec-i7-1165-16gb-1tb-13-3-w10.bhtml,"13,3 "", ekran dotykowy 3840 x 2160 pikseli",Intel® Core™ i7 11gen 1165G7,16 GB LPDDR4X RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 10 Home Edition (możliwość darmowej aktualizacji do Windows 11)
"Laptop 2w1 ASUS Zenbook 14X OLED UX3404VA-M3039W 14,5"" i7-13700H 16GB RAM 1TB Dysk SSD Win11 Szary",7 799,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-ux3404-14-5-i7-16gb-1tb-w11.bhtml,"14,5 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz",Intel® Core™ i7 13gen 13700H,16 GB LPDDR5 RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 11 Home Edition
Laptop 2w1 HP Spectre x360 16-f1252nw OLED 16'' i7-1260P 32GB RAM 1TB Dysk SSD ARC A370M Win11 Pro Niebieski,7 999,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-spectre-x360-16-i7-32g-1t-arc-w11.bhtml,"16 "", ekran dotykowy 3840 x 2400 pikseli",Intel® Core™ i7 12gen 1260P,32 GB DDR4 3200 MHz RAM,Intel® Arc™ A370M + Intel Iris Xe Graphics,1 TB SSD,Windows 11 Professional
"Laptop ASUS X515EA-BQ3082W 15,6"" i5-1135G7 8GB RAM 512GB Dysk SSD Win11 Szary",1 799,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-x515-i5-8gb-512ssd-w11_4.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8 GB DDR4 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ASUS X515EA-BQ1115W 15,6"" i3-1115G4 4GB RAM 256GB Dysk SSD Win11S Szary",1 899,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-x515-i3-4gb-256ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i3 11gen 1115G4,4 GB DDR4 RAM,Intel® UHD Graphics,256 GB SSD,Windows 11 S
"Laptop HP 15s-eq1112nw 15,6"" R7 4700U 8GB RAM 512GB Dysk Srebrny",1 999,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp15s-r7-4700-8gb-512ssd-dos.bhtml,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 7 4700U,8 GB DDR4 2666 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,bez systemu
"Laptop HP 15s-eq2172nw 15,6"" R3 5300U 16GB RAM 512GB Dysk SSD Win11 Srebrny",2 449,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp15s-r3-16gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli",AMD Ryzen™ 3 5300U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ASUS Vivobook D1603QA-MB181W 16"" R5 5600H 16GB RAM 512GB Dysk SSD Win11 Srebrny",2 699,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-d1603-r5-16gb-512gb-w11.bhtml,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 5600H,16 GB DDR4 RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Lenovo IdeaPad 5 14ARE05 14"" R5 4500U 16GB RAM 512GB Dysk Szary",2 799,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip5-14-r5-16gb-512ssd-no-os.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 4500U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,bez systemu
"Laptop ultrabook Acer Swift 3 SF314-42-R054 14"" R5 4500U 8GB RAM 512GB Dysk Srebrny",2 999,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-swift4-14-r5-8gb-512ssd-no-os.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 4500U,8 GB LPDDR4X RAM,AMD Radeon™ Graphics,512 GB SSD,bez systemu
"Laptop Dell Inspiron 3525-6488 15,6"" 120Hz R7 5825U 8GB RAM 512GB Dysk SSD Win11 Czarny",3 059,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-3525-r7-8gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 7 5825U,8 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop HP Pavilion 15-eg0062nw 15,6"" i5-1135G7 8GB RAM 512GB Dysk Srebrny",3 299,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-pav-i5-1135-8gb-512-dos.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,8 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,bez systemu
"Laptop Dell Inspiron 3525-6549 15,6"" 120Hz R7 5825U 16GB RAM 512GB Dysk SSD Win11 Czarny",3 599,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-3525-r7-16gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 7 5825U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop biznesowy HP ProBook 445 G9 14"" R5 5625U 8GB RAM 512GB Dysk SSD Win11 Pro Srebrny",3 599,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp-r55625u-8gb-512gb14-w11p.bhtml,"14 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5625U,8 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Professional
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15ACH6 15,6"" R5 5600H 8GB RAM 512GB Dysk SSD GTX1650 Win10 Czarny",3 599,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-g3-r5-8gb-512ssd-1650-w10.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 5600H,8 GB DDR4 3200 MHz RAM,NVIDIA® GeForce GTX™ 1650 + AMD Radeon™ Graphics,512 GB SSD,Windows 10 Home Edition
"Laptop biznesowy HP ProBook 445 G9 14"" R5 5625U 8GB RAM 512GB Dysk SSD Win11 Pro Srebrny",3 599,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp-r55625u-8gb-512gb14-w11p.bhtml,"14 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5625U,8 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Professional
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15ACH6 15,6"" R5 5600H 8GB RAM 512GB Dysk SSD GTX1650 Win10 Czarny",3 599,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-g3-r5-8gb-512ssd-1650-w10.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 5600H,8 GB DDR4 3200 MHz RAM,NVIDIA® GeForce GTX™ 1650 + AMD Radeon™ Graphics,512 GB SSD,Windows 10 Home Edition
"Laptop ultrabook Toshiba Satellite Pro C40-H-101 14"" i5-1035G1 16GB RAM 256GB Dysk SSD Win10 Pro Granatowy",3 599,https://www.euro.com.pl/laptopy-i-netbooki/toshiba-laptop-db-sat-i5-16gb-256ssd-w10p.bhtml,"14 "", 1920 x 1080 pikseli",Intel® Core™ i5 10gen 1035G1,16 GB DDR4 2666 MHz RAM,Intel® UHD Graphics,256 GB SSD,Windows 10 Professional
"Laptop gamingowy Acer Nitro 5 AN515-58-56HQ 15,6"" 165Hz i5-12500H 16GB RAM 512GB Dysk SSD RTX3050 Czarny",3 799,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-nitro-5-i5-16gb-512gb-3050-no-os.bhtml,"15,6 "", 1920 x 1080 pikseli 165 Hz",Intel® Core™ i5 12gen 12500H,16 GB DDR4 RAM,NVIDIA® GeForce RTX™3050 + Intel Iris Xe Graphics,512 GB SSD,bez systemu
"Laptop Dell Inspiron 3525-4643 15,6"" 120Hz R5 5625U 16GB RAM 512GB Dysk SSD Win11 Srebrny",3 799,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-3525-r5-16gb-512ssd-w11_1.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 5 5625U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy HP Pavilion 15-ec1021nw 15,6"" R5 4600H 8GB RAM 512GB Dysk SSD GTX1650Ti Czarny",3 799,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-pav-r5-8gb-512ssd-gtx1650ti-dos.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 4600H,8 GB DDR4 3200 MHz RAM,NVIDIA® GeForce GTX™ 1650 Ti + AMD Radeon™ Graphics,512 GB SSD,bez systemu
"Laptop ultrabook Acer Aspire Vero AV14-51-59YM 14"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Szary",3 949,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-vero-14-i5-16gb-512gb-w11_1.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 1235U,16 GB DDR4 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Acer Aspire Vero AV15-52-52MT 15,6"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Szary",3 999,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-vero-i5-16gb-512gb-w11_1.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 1235U,16 GB DDR4 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ultrabook Lenovo IdeaPad 5 Pro 14ACN6 14"" R5 5600U 16GB RAM 1TB Dysk SSD Win11 Szary",3 999,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip5p-r5-5600-16gb-14-w11.bhtml,"14 "", 2240 x 1400 pikseli",AMD Ryzen™ 5 5600U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop Dell Inspiron 3525-8884 15,6"" 120Hz R7 5825U 16GB RAM 512GB Dysk SSD Win11 Czarny",4 199,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-3525-r7-16gb-512ssd-w11_1.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",AMD Ryzen™ 7 5825U,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop ASUS ZenBook 14 UM425UA-KI219T 14"" R7 5700U 16GB RAM 512GB Dysk SSD Win10 Szary",4 599,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-um425-14-r7-16gb-512ssd-w10_2.bhtml,"14 "", 1920 x 1080 pikseli",AMD Ryzen™ 7 5700U,16 GB LPDDR4X RAM,AMD Radeon™ Graphics,512 GB SSD,Windows 10 Home Edition
"Laptop gamingowy Lenovo Legion 5 15ACH6 15,6"" 165Hz R5 5600H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarno-niebieski",4 799,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-l5-r5-16gb-512ssd-3050-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 165 Hz",AMD Ryzen™ 5 5600H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop gamingowy Lenovo Legion 5 15ITH6 15,6"" 120Hz i5-11400H 16GB RAM 512GB Dysk SSD RTX3050Ti Win11 Czarno-niebieski",4 899,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-l5-i5-16gb-512ssd-3050ti-w11_1.bhtml,"15,6 "", 1920 x 1080 pikseli 120 Hz",Intel® Core™ i5 11gen 11400H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3050 Ti+ Intel UHD Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop 2w1 ASUS ZenBook Flip 13 UX363EA-HP555W OLED 13,3"" i5-1135G7 16GB RAM 512GB Dysk SSD Win11 Szary",4 999,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-ux363-13-i5-16gb-512ssd-w11.bhtml,"13,3 "", ekran dotykowy 1920 x 1080 pikseli",Intel® Core™ i5 11gen 1135G7,16 GB LPDDR4X RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop Lenovo IdeaPad 5 Pro 16ACH6 16"" 120Hz R7 5800H 16GB RAM 1TB Dysk SSD Win11 Szary",4 999,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip5-pro-16-r7-16gb-1tbssd-w11.bhtml,"16 "", 2560 x 1600 pikseli 120 Hz",AMD Ryzen™ 7 5800H,16 GB DDR4 3200 MHz RAM,AMD Radeon™ Graphics,1 TB SSD,Windows 11 Home Edition
